OrderID,Date,StoreID,ProductID,SupplierID,Qty,Sales,ShipDays,Status
44351,2025-04-21,25,1266,285,19,132.85,8,Delivered
44352,2025-11-17,59,94,176,19,143.33,4,In Transit
44353,2024-07-23,86,179,224,3,142.71,8,In Transit
44354,2024-05-17,158,1007,162,1,80.4,10,Delivered
44355,2024-06-18,260,763,269,20,1952.0,8,Delayed
44356,2024-07-06,36,2142,68,19,997.6,9,Delayed
44357,2024-08-07,167,1234,205,17,1945.43,4,Delivered
44358,2025-04-15,95,1407,138,9,694.68,7,Delayed
44359,2025-01-28,230,1158,451,12,1348.26,10,In Transit
44360,2024-10-06,164,1658,367,5,89.19,6,Delivered
44361,2024-12-18,203,1759,138,11,636.46,8,Delivered
44362,2025-01-12,74,1068,110,20,207.77,4,Delivered
44363,2024-09-12,132,458,240,12,840.21,2,In Transit
44364,2025-04-22,161,1774,473,20,1988.88,10,In Transit
44365,2025-03-06,100,1075,313,18,1539.8,2,Delivered
44366,2024-11-06,159,504,177,5,389.68,7,In Transit
44367,2025-03-12,181,700,172,10,84.33,8,In Transit
44368,2025-11-05,101,1387,486,4,63.22,7,Delivered
44369,2025-10-30,5,87,195,10,1053.32,1,Delivered
44370,2024-12-30,64,1476,156,7,703.9,5,In Transit
44371,2024-04-06,84,1449,252,4,394.22,8,Delayed
44372,2024-07-02,174,2497,6,11,782.95,4,In Transit
44373,2025-10-03,105,1163,44,5,479.8,4,Delivered
44374,2024-02-21,28,528,143,15,1147.99,8,Delivered
44375,2024-02-09,253,1016,380,16,1244.08,1,In Transit
44376,2025-08-09,207,2321,195,11,646.47,6,Delayed
44377,2025-01-15,91,418,282,3,92.5,10,In Transit
44378,2025-09-27,142,1461,471,18,1675.76,2,In Transit
44379,2024-11-27,32,1946,237,15,1310.97,9,Delivered
44380,2025-05-17,239,1299,71,12,790.42,10,Delayed
44381,2025-05-14,284,1654,291,11,577.21,2,Delayed
44382,2024-09-15,201,961,323,1,5.77,6,Delivered
44383,2024-10-06,213,2392,261,20,2246.15,8,Delivered
44384,2025-06-23,191,1275,228,4,286.51,5,In Transit
44385,2024-06-29,283,2466,359,18,683.35,7,Delayed
44386,2025-11-06,78,2434,263,5,295.88,1,Delivered
44387,2024-11-03,246,1323,30,9,1026.41,7,Delivered
44388,2025-07-04,137,29,236,7,502.15,4,In Transit
44389,2024-08-06,128,1919,454,2,37.04,8,In Transit
44390,2024-03-16,1,2286,118,18,1120.57,8,Delivered
44391,2024-10-04,109,631,18,1,56.69,2,In Transit
44392,2025-09-28,168,1385,287,17,172.72,3,Delayed
44393,2024-03-25,190,1038,478,12,574.21,2,In Transit
44394,2025-04-17,202,1762,345,15,931.44,10,Delayed
44395,2025-04-09,170,752,220,6,127.29,1,In Transit
44396,2025-08-04,45,1769,134,7,827.69,2,In Transit
44397,2024-10-17,98,712,38,15,733.58,1,Delayed
44398,2025-08-30,175,1782,452,11,266.57,5,In Transit
44399,2025-04-19,15,1072,480,9,263.52,7,In Transit
44400,2024-08-16,265,569,386,8,120.82,7,Delivered
44401,2024-02-24,217,272,492,16,1002.67,6,Delivered
44402,2024-04-20,140,438,119,6,259.29,3,Delivered
44403,2025-08-18,145,782,34,1,70.05,4,In Transit
44404,2025-05-01,95,4,26,16,1332.39,4,Delivered
44405,2024-06-26,3,2167,451,8,159.65,4,Delivered
44406,2024-10-23,146,256,182,1,43.44,9,In Transit
44407,2024-08-08,61,2412,456,11,566.98,10,Delivered
44408,2024-04-13,154,486,246,15,178.03,6,In Transit
44409,2024-02-18,156,1154,307,12,533.14,8,Delayed
44410,2025-10-06,154,1184,297,7,456.53,1,Delivered
44411,2025-06-06,11,740,475,11,1125.7,5,In Transit
44412,2025-09-14,227,2464,384,13,259.24,9,Delayed
44413,2024-12-20,111,1464,209,19,1020.99,7,In Transit
44414,2025-04-26,51,377,164,7,691.1,4,Delivered
44415,2025-03-30,83,124,158,17,549.5,6,Delayed
44416,2025-02-03,257,1229,276,8,81.93,9,In Transit
44417,2025-06-21,206,665,23,14,1599.18,2,Delivered
44418,2025-02-11,95,1904,284,19,943.57,4,In Transit
44419,2025-10-02,216,1871,52,11,958.33,8,Delayed
44420,2025-08-15,211,1532,218,7,788.89,8,Delayed
44421,2025-12-15,169,2500,281,4,278.59,5,In Transit
44422,2024-02-05,268,1545,478,10,207.0,10,In Transit
44423,2025-07-07,97,2297,393,14,473.92,10,Delayed
44424,2024-10-10,245,2411,10,14,773.87,4,Delivered
44425,2025-07-24,31,2327,195,2,231.09,4,In Transit
44426,2025-04-17,299,1836,441,20,309.83,5,In Transit
44427,2024-05-23,284,1991,289,15,1342.14,1,Delivered
44428,2025-06-04,252,315,200,4,354.37,5,In Transit
44429,2024-11-16,87,681,228,1,101.69,6,Delayed
44430,2025-10-16,240,2024,325,14,255.59,1,In Transit
44431,2024-01-18,181,349,39,14,1428.48,9,Delivered
44432,2024-04-30,140,1496,251,12,1418.76,10,In Transit
44433,2025-09-18,110,459,140,6,310.48,8,Delayed
44434,2024-02-29,68,1621,244,14,1411.36,9,Delayed
44435,2025-05-30,257,1013,452,9,193.34,4,In Transit
44436,2024-12-09,200,261,335,12,848.62,6,In Transit
44437,2025-01-27,297,1260,33,4,363.39,1,Delayed
44438,2024-08-05,124,1508,2,9,839.55,7,In Transit
44439,2024-11-11,49,336,254,5,310.11,10,In Transit
44440,2024-07-10,241,1483,216,13,1214.33,1,Delivered
44441,2024-12-04,290,1821,239,14,1633.39,4,In Transit
44442,2024-10-04,38,1055,103,3,99.74,2,Delivered
44443,2024-12-22,296,471,97,9,375.87,1,In Transit
44444,2025-07-05,32,95,9,20,677.1,6,Delivered
44445,2024-07-30,282,126,197,16,662.99,5,Delivered
44446,2024-01-03,199,858,459,3,59.78,3,Delayed
44447,2025-10-17,241,912,97,3,301.43,4,In Transit
44448,2024-11-17,111,172,350,14,1026.21,10,Delivered
44449,2025-06-27,86,541,419,9,365.9,9,In Transit
44450,2024-01-04,209,1782,495,15,795.75,7,In Transit
44451,2024-11-18,226,2273,26,8,717.35,5,Delayed
44452,2025-03-19,230,644,411,20,2319.75,8,In Transit
44453,2024-03-18,55,2202,428,8,645.81,2,In Transit
44454,2024-08-28,51,2399,202,1,116.44,6,Delayed
44455,2025-06-05,60,1782,246,7,711.37,9,In Transit
44456,2024-02-11,288,941,339,13,661.71,7,Delivered
44457,2024-07-09,281,2250,378,13,456.54,9,In Transit
44458,2024-08-16,209,2210,36,7,738.62,8,Delayed
44459,2024-12-04,241,49,129,3,27.73,7,Delivered
44460,2024-08-08,10,259,218,2,188.25,9,Delayed
44461,2025-09-16,177,1864,331,17,1738.13,9,Delayed
44462,2025-06-30,197,726,189,8,250.89,7,Delivered
44463,2024-02-13,144,1392,173,2,118.21,8,Delivered
44464,2024-07-31,171,2370,162,1,65.02,3,Delivered
44465,2024-12-22,70,1340,474,20,1657.11,3,Delivered
44466,2024-01-12,194,1010,333,20,408.63,5,Delivered
44467,2025-01-28,15,114,407,1,89.41,9,In Transit
44468,2025-01-30,162,2246,136,14,653.92,7,In Transit
44469,2025-05-22,15,247,124,12,1092.41,8,Delayed
44470,2024-01-16,45,1340,316,3,112.01,4,In Transit
44471,2024-10-26,13,769,125,9,328.63,8,Delayed
44472,2025-03-16,289,2305,475,15,177.94,3,In Transit
44473,2025-12-06,157,1177,420,10,634.8,2,Delayed
44474,2025-08-05,157,1212,222,5,349.63,5,Delayed
44475,2025-08-07,139,587,214,13,1547.22,3,In Transit
44476,2024-06-26,204,1795,12,1,86.18,7,Delayed
44477,2024-11-04,103,195,193,14,282.31,7,In Transit
44478,2024-08-02,131,1579,344,10,1181.52,9,In Transit
44479,2025-03-04,69,903,84,17,1460.49,5,Delivered
44480,2024-03-21,38,2138,339,5,159.02,3,Delivered
44481,2025-12-26,252,515,299,7,794.01,3,Delayed
44482,2024-04-29,88,2355,433,6,38.34,9,In Transit
44483,2024-06-09,206,1964,300,10,1045.24,5,Delayed
44484,2025-08-10,113,1320,352,11,1237.16,4,In Transit
44485,2025-11-29,6,259,476,12,1344.83,8,Delivered
44486,2025-12-09,104,2443,336,5,394.31,10,Delivered
44487,2025-11-20,299,817,314,7,556.26,1,Delayed
44488,2024-08-31,6,1188,472,12,434.16,9,Delivered
44489,2024-10-03,205,1191,157,20,1734.32,3,Delayed
44490,2025-01-08,202,2285,409,18,718.36,1,In Transit
44491,2025-02-20,102,919,92,18,1335.65,8,Delivered
44492,2024-04-16,296,2494,153,15,136.56,3,In Transit
44493,2024-12-22,6,1294,51,14,1041.34,7,Delayed
44494,2024-06-12,210,131,214,8,431.4,6,In Transit
44495,2024-12-08,67,425,396,7,829.5,4,In Transit
44496,2024-04-16,43,1101,390,20,1917.45,6,Delivered
44497,2025-05-30,53,345,382,15,576.73,5,Delayed
44498,2024-09-12,296,710,162,7,277.79,2,Delayed
44499,2024-07-31,70,1488,436,20,2108.59,1,Delivered
44500,2025-01-28,295,713,486,20,790.02,1,Delivered
44501,2025-05-08,77,1080,275,13,1368.65,10,Delivered
44502,2024-03-23,125,908,324,14,614.51,5,Delivered
44503,2025-09-27,78,1979,366,9,481.82,10,Delayed
44504,2025-08-20,231,610,133,20,1335.46,2,Delayed
44505,2025-07-25,149,2202,247,15,1144.5,4,In Transit
44506,2024-03-21,156,956,444,7,593.32,3,Delayed
44507,2024-06-15,295,911,109,15,858.62,8,In Transit
44508,2025-09-05,62,297,499,12,475.46,2,In Transit
44509,2024-04-05,90,820,406,6,32.46,3,Delivered
44510,2024-02-13,129,1439,232,5,343.04,4,Delayed
44511,2025-06-24,218,1841,110,2,49.14,7,In Transit
44512,2025-11-09,293,1275,127,1,42.23,1,Delayed
44513,2024-10-06,285,1790,70,11,954.21,2,Delayed
44514,2025-09-02,159,303,315,4,283.11,10,In Transit
44515,2024-10-04,147,2317,129,20,377.17,2,Delivered
44516,2025-03-21,213,1997,56,15,602.3,9,Delayed
44517,2024-03-06,231,2141,83,16,112.62,8,In Transit
44518,2024-02-08,111,452,154,12,769.02,1,Delivered
44519,2024-08-21,253,2335,407,18,1641.78,4,Delivered
44520,2024-04-07,196,1920,120,3,169.79,9,In Transit
44521,2024-04-26,289,1781,144,4,430.42,2,Delayed
44522,2024-01-14,202,410,128,5,274.55,3,Delayed
44523,2025-04-30,253,1602,135,5,165.6,4,In Transit
44524,2024-05-01,63,1305,208,9,1016.92,2,In Transit
44525,2025-10-13,241,2233,180,2,119.3,5,In Transit
44526,2025-02-16,69,1166,139,9,576.04,8,Delivered
44527,2025-02-09,172,758,371,8,781.44,2,In Transit
44528,2025-11-13,221,1428,198,3,41.4,7,In Transit
44529,2024-12-22,243,1475,339,2,85.98,9,In Transit
44530,2025-06-03,293,1014,23,3,267.95,3,Delayed
44531,2025-01-31,213,530,249,11,1311.75,2,Delayed
44532,2024-03-20,28,1329,203,19,2138.53,4,In Transit
44533,2024-04-28,278,225,383,7,366.67,8,Delayed
44534,2025-04-03,267,735,338,3,184.12,6,In Transit
44535,2025-08-18,82,211,449,2,133.51,6,Delayed
44536,2025-01-03,218,2049,452,9,236.33,9,Delivered
44537,2024-10-09,162,1086,60,10,254.59,7,In Transit
44538,2024-09-24,46,2467,67,13,1204.79,1,Delayed
44539,2025-07-27,15,894,362,11,758.32,1,Delivered
44540,2024-12-04,189,56,425,19,730.74,3,Delayed
44541,2025-07-09,95,2062,433,18,1354.94,1,Delayed
44542,2025-07-09,284,1794,199,12,880.73,3,In Transit
44543,2024-08-26,112,2478,420,15,1018.51,6,Delayed
44544,2025-02-22,247,174,286,14,1271.4,6,In Transit
44545,2025-07-29,269,2306,313,20,104.34,2,Delayed
44546,2024-08-16,111,1360,5,1,106.12,7,In Transit
44547,2024-12-10,122,1699,278,20,510.45,6,Delayed
44548,2024-06-02,181,2079,314,5,254.3,2,Delivered
44549,2025-01-17,33,1860,292,7,161.86,6,Delivered
44550,2025-05-02,115,692,113,7,608.85,1,Delivered
44551,2025-04-15,197,126,126,4,451.73,9,Delayed
44552,2024-12-18,252,1282,221,4,380.09,10,Delayed
44553,2025-11-09,276,1308,338,15,1043.91,1,Delivered
44554,2024-08-18,139,465,439,2,199.57,6,In Transit
44555,2024-05-20,111,1566,486,8,157.59,8,Delivered
44556,2024-01-26,293,1678,115,3,263.82,6,Delayed
44557,2025-03-24,80,1188,313,19,571.79,4,In Transit
44558,2024-02-01,248,2058,271,12,978.13,2,Delivered
44559,2025-05-29,124,508,415,7,68.02,9,Delivered
44560,2025-01-28,117,17,160,16,906.43,3,Delivered
44561,2025-06-14,59,868,244,6,40.01,1,Delivered
44562,2024-01-22,239,2381,438,10,369.0,2,In Transit
44563,2025-11-23,159,2386,122,5,415.81,8,In Transit
44564,2025-08-08,104,984,326,6,241.38,4,In Transit
44565,2024-07-22,132,30,314,15,1102.48,1,Delivered
44566,2024-12-10,180,2309,433,20,2220.19,5,Delayed
44567,2025-05-06,81,1013,45,12,508.53,7,Delayed
44568,2025-03-27,239,664,2,17,883.53,5,Delivered
44569,2025-03-24,94,1277,170,3,41.3,6,Delivered
44570,2025-12-10,149,1305,343,8,515.24,1,In Transit
44571,2024-06-17,101,2267,174,4,464.46,8,In Transit
44572,2025-02-06,263,650,132,9,917.21,1,Delayed
44573,2024-01-21,296,1027,248,3,21.67,8,In Transit
44574,2025-11-07,276,1649,434,6,483.19,4,Delivered
44575,2024-06-22,214,407,261,12,893.42,8,Delivered
44576,2025-02-19,251,2147,35,14,1292.82,6,In Transit
44577,2025-11-17,104,1577,191,8,759.79,3,Delayed
44578,2025-12-21,151,1736,298,19,1023.67,6,Delivered
44579,2025-08-08,260,619,376,2,214.36,8,Delivered
44580,2024-09-18,48,741,494,14,982.84,2,Delivered
44581,2025-03-24,223,2155,254,2,164.38,6,Delayed
44582,2025-01-24,7,810,241,18,267.27,10,Delayed
44583,2025-07-27,206,1064,44,12,716.44,6,Delayed
44584,2024-05-09,208,1625,111,11,1046.27,9,Delivered
44585,2024-12-16,3,2485,489,15,1435.15,7,Delayed
44586,2024-06-16,298,2387,438,2,141.8,1,Delivered
44587,2024-07-08,238,2087,9,16,1886.98,6,Delivered
44588,2024-02-21,139,1018,286,16,1816.71,1,Delivered
44589,2024-09-15,191,1604,351,3,324.04,7,Delayed
44590,2025-12-24,275,248,266,19,1257.37,5,In Transit
44591,2025-04-20,85,1356,134,12,166.74,8,Delivered
44592,2024-05-26,37,1638,196,14,273.62,10,In Transit
44593,2024-12-18,273,2409,470,5,396.86,3,Delayed
44594,2025-11-14,164,1002,310,5,309.25,2,Delivered
44595,2025-08-05,263,870,16,10,810.9,3,Delivered
44596,2024-11-15,24,398,365,2,125.09,10,In Transit
44597,2025-06-11,293,617,244,6,480.56,10,Delivered
44598,2025-12-29,187,1365,451,13,1469.45,3,Delayed
44599,2025-10-07,85,1593,165,7,339.55,1,Delivered
44600,2025-05-24,140,664,323,2,134.4,2,Delayed
44601,2025-08-04,172,1290,259,1,84.15,2,Delayed
44602,2025-03-08,6,1194,179,9,359.44,4,In Transit
44603,2025-05-31,6,1717,123,13,451.87,2,In Transit
44604,2025-08-02,288,1759,144,10,141.58,6,Delayed
44605,2024-01-17,66,442,204,6,30.35,6,In Transit
44606,2024-06-11,201,1337,92,15,521.98,7,Delayed
44607,2025-07-03,200,2383,56,14,721.54,6,Delayed
44608,2024-06-27,258,1125,163,10,192.43,8,Delivered
44609,2025-03-01,144,1419,249,20,1049.22,10,Delivered
44610,2024-09-05,48,144,389,7,774.11,5,Delivered
44611,2025-01-14,35,643,374,2,227.68,2,In Transit
44612,2025-07-01,281,425,422,18,693.94,1,Delivered
44613,2024-03-22,209,1486,453,3,176.78,10,In Transit
44614,2024-08-16,125,2065,185,10,925.43,10,Delivered
44615,2025-02-23,51,1360,166,16,1709.19,4,In Transit
44616,2024-09-18,29,1101,244,14,1314.89,5,In Transit
44617,2024-12-03,79,477,339,16,1320.58,3,In Transit
44618,2025-03-12,211,1851,159,3,113.15,9,Delayed
44619,2025-03-28,42,769,362,4,33.04,3,In Transit
44620,2024-04-28,296,507,92,9,1026.23,8,In Transit
44621,2024-09-25,95,552,246,20,166.89,5,Delivered
44622,2024-06-27,275,2139,142,6,159.53,5,In Transit
44623,2024-12-16,246,614,229,13,669.03,8,In Transit
44624,2025-06-23,184,808,322,5,155.7,1,In Transit
44625,2024-01-08,67,2317,481,8,555.33,9,Delayed
44626,2024-08-17,164,1222,370,19,774.21,5,Delayed
44627,2024-09-21,292,959,420,11,231.86,8,Delayed
44628,2024-02-20,222,303,300,5,392.47,2,In Transit
44629,2025-03-16,254,714,64,7,628.7,5,Delivered
44630,2025-03-27,117,1759,467,20,1132.41,1,Delayed
44631,2024-04-10,145,914,82,7,362.13,5,In Transit
44632,2025-03-15,272,1289,352,19,131.76,1,In Transit
44633,2025-11-16,205,1800,206,16,1038.16,5,Delayed
44634,2025-08-03,271,432,393,12,1155.02,1,Delayed
44635,2024-02-17,133,849,253,15,689.56,2,In Transit
44636,2025-08-14,74,1342,81,18,1525.31,5,Delayed
44637,2024-05-11,278,1806,249,2,224.33,6,Delayed
44638,2025-12-11,149,1208,106,16,1743.88,10,In Transit
44639,2024-12-25,121,2362,180,17,1817.18,4,Delayed
44640,2024-10-06,268,1311,149,8,192.57,5,Delivered
44641,2025-11-26,187,754,334,8,315.26,2,In Transit
44642,2024-08-11,223,860,493,10,1096.76,9,Delayed
44643,2024-06-07,36,2248,310,5,95.64,5,Delivered
44644,2024-08-24,237,1880,180,19,208.98,10,Delivered
44645,2024-04-27,272,2186,396,17,586.49,9,Delivered
44646,2025-06-16,141,9,413,16,905.41,5,Delivered
44647,2025-01-23,206,163,103,1,94.74,6,In Transit
44648,2025-08-02,157,2237,338,8,883.35,1,Delayed
44649,2025-09-22,228,1370,426,11,416.29,10,Delayed
44650,2025-01-25,57,1956,488,4,475.07,6,Delayed
44651,2024-09-18,174,2360,289,9,361.3,8,In Transit
44652,2025-10-09,87,1765,246,18,1869.71,5,Delayed
44653,2024-01-23,225,1899,271,1,13.89,4,In Transit
44654,2025-02-21,240,1894,133,15,1630.86,1,In Transit
44655,2024-03-28,129,575,429,6,614.0,8,Delayed
44656,2025-09-20,160,1166,233,12,778.2,5,Delayed
44657,2024-10-26,239,1037,457,9,435.73,2,Delayed
44658,2025-07-04,112,586,51,17,1701.44,7,Delivered
44659,2024-11-06,165,2321,130,18,1275.28,6,Delayed
44660,2025-12-24,195,1949,24,19,1075.13,7,Delayed
44661,2024-01-04,234,2311,427,11,658.13,7,Delayed
44662,2024-08-17,27,1071,336,12,401.28,6,In Transit
44663,2025-01-01,110,2437,347,12,1145.89,4,Delayed
44664,2024-05-18,3,2470,203,2,63.98,10,In Transit
44665,2025-04-15,62,1666,391,11,1211.91,8,Delivered
44666,2025-05-17,55,2231,143,5,259.19,3,In Transit
44667,2024-06-16,180,1500,63,19,1494.09,5,Delivered
44668,2025-08-19,132,1484,493,14,78.16,1,Delayed
44669,2025-03-13,181,2327,228,5,396.84,7,In Transit
44670,2025-05-05,31,1816,481,16,1636.44,2,Delayed
44671,2025-03-06,201,685,187,19,1339.82,7,Delayed
44672,2024-01-25,222,193,352,12,829.44,10,In Transit
44673,2024-06-20,230,2241,64,2,216.65,5,Delayed
44674,2024-12-08,248,960,75,4,131.71,2,Delayed
44675,2025-09-29,249,471,164,20,2194.57,6,Delivered
44676,2025-10-15,80,125,52,8,327.22,10,Delivered
44677,2025-08-14,63,1315,346,13,70.45,7,Delayed
44678,2025-05-03,157,2464,124,13,602.79,10,Delayed
44679,2024-05-26,186,1592,196,13,1541.82,2,In Transit
44680,2025-01-23,249,1353,115,2,172.33,3,Delivered
44681,2025-12-16,238,967,452,15,1055.75,3,Delivered
44682,2024-06-12,267,748,284,8,257.96,9,In Transit
44683,2024-07-14,55,838,52,1,35.72,5,Delivered
44684,2024-03-16,30,2154,181,13,1445.01,5,Delivered
44685,2025-03-29,289,799,241,4,42.83,1,Delivered
44686,2025-06-07,31,2028,180,16,1142.65,7,Delayed
44687,2025-10-31,48,1540,108,3,89.89,5,Delivered
44688,2025-09-28,82,2134,172,9,75.58,9,Delivered
44689,2025-10-12,122,2191,381,11,1091.91,6,In Transit
44690,2024-04-25,113,1646,302,20,1605.27,9,Delivered
44691,2025-04-04,94,237,261,19,387.37,5,Delivered
44692,2025-08-25,138,1424,358,19,2059.77,2,Delayed
44693,2025-07-12,261,2221,100,11,922.1,3,In Transit
44694,2024-01-05,280,491,424,17,1661.6,4,In Transit
44695,2025-12-26,267,2465,162,13,1180.25,3,Delivered
44696,2025-06-03,197,958,452,6,530.86,3,Delayed
44697,2025-02-11,81,559,156,9,656.21,9,Delayed
44698,2025-06-17,59,10,320,7,574.25,3,Delivered
44699,2024-02-13,120,108,463,10,1168.13,8,In Transit
44700,2024-07-04,136,439,279,9,256.23,8,Delayed
44701,2025-12-06,229,1217,69,10,663.56,3,Delivered
44702,2025-07-14,260,2449,27,13,304.58,9,Delivered
44703,2025-02-05,90,758,197,5,281.89,4,Delayed
44704,2024-03-01,297,647,395,2,218.78,5,Delayed
44705,2025-11-09,115,1226,77,6,336.63,2,In Transit
44706,2025-12-23,179,952,410,17,1054.44,5,Delivered
44707,2025-05-07,86,1228,336,18,1994.04,8,Delivered
44708,2024-05-25,29,426,97,19,1730.87,3,Delayed
44709,2024-01-01,279,1949,450,2,43.09,5,In Transit
44710,2025-08-28,179,2158,468,9,984.14,6,Delivered
44711,2024-05-13,282,1999,164,15,1415.33,3,Delayed
44712,2024-06-15,39,718,78,11,345.95,5,In Transit
44713,2025-10-16,146,2484,240,2,119.18,5,Delivered
44714,2025-11-25,37,885,253,14,1560.03,3,Delivered
44715,2024-05-11,271,581,456,14,1258.29,10,Delivered
44716,2024-05-06,291,184,395,9,677.43,6,Delayed
44717,2024-12-31,282,888,278,10,736.11,8,Delivered
44718,2025-08-24,153,2151,142,2,209.9,4,Delayed
44719,2025-12-21,256,442,341,8,944.34,10,In Transit
44720,2025-01-08,292,1150,203,18,1126.84,8,In Transit
44721,2024-12-20,13,1488,179,20,1336.84,4,Delayed
44722,2024-04-12,140,1582,474,5,180.93,6,In Transit
44723,2025-12-08,106,1307,113,16,373.54,10,Delayed
44724,2025-11-29,194,2022,431,12,854.11,6,In Transit
44725,2024-04-07,6,853,360,11,538.5,9,In Transit
44726,2024-07-09,135,1161,132,7,234.16,2,Delayed
44727,2024-07-29,200,1490,192,4,163.72,6,Delivered
44728,2024-04-13,98,348,348,15,723.79,1,In Transit
44729,2025-11-18,93,2082,22,9,165.34,9,Delayed
44730,2025-02-19,20,1685,274,12,245.64,7,Delayed
44731,2024-05-02,240,1797,238,10,957.44,8,Delayed
44732,2025-08-27,195,997,152,20,629.74,9,In Transit
44733,2024-07-02,14,1736,337,2,55.97,4,In Transit
44734,2024-05-12,87,380,209,6,691.78,6,Delayed
44735,2024-12-19,17,1995,208,2,114.27,9,Delivered
44736,2025-05-11,277,1144,281,12,741.82,10,Delivered
44737,2024-11-16,124,1991,150,5,411.76,5,Delivered
44738,2025-01-04,249,1572,82,3,280.25,7,Delivered
44739,2025-02-03,171,1884,427,12,848.22,9,In Transit
44740,2024-05-02,39,1936,67,8,864.18,1,Delayed
44741,2024-12-08,183,1097,338,14,1378.97,9,Delivered
44742,2024-03-10,208,2387,256,16,912.85,9,In Transit
44743,2024-05-19,137,1297,1,7,87.78,5,Delayed
44744,2024-09-13,140,2477,90,4,132.6,9,Delayed
44745,2025-01-22,64,633,317,5,219.75,5,In Transit
44746,2024-03-23,77,1713,342,15,708.67,2,Delayed
44747,2025-04-23,5,1996,96,16,940.99,3,Delivered
44748,2024-09-23,23,1933,15,17,295.07,10,Delayed
44749,2024-06-21,246,89,153,14,500.78,6,In Transit
44750,2024-04-23,219,505,162,10,1054.67,10,Delivered
44751,2024-09-25,215,814,36,20,1708.05,6,In Transit
44752,2025-07-25,122,1991,59,12,346.77,3,Delayed
44753,2025-03-02,49,2299,3,15,661.34,10,Delivered
44754,2025-01-23,11,1123,357,19,1019.93,10,Delayed
44755,2025-08-02,28,506,430,19,233.68,3,In Transit
44756,2024-03-19,71,542,138,20,1764.73,10,Delivered
44757,2025-10-28,64,680,229,2,34.84,5,Delayed
44758,2025-10-06,269,1675,368,2,24.72,5,Delivered
44759,2024-11-26,142,1613,189,15,877.47,8,Delivered
44760,2025-10-04,244,706,487,8,493.99,5,Delivered
44761,2024-11-29,25,1685,89,2,147.76,5,Delivered
44762,2025-08-31,214,2025,378,8,509.82,5,Delayed
44763,2025-11-24,22,788,333,19,1246.62,2,In Transit
44764,2025-09-14,262,1744,474,8,838.42,6,Delayed
44765,2024-06-29,31,403,60,11,762.13,6,Delivered
44766,2025-07-26,224,1855,341,1,92.46,7,Delivered
44767,2024-01-08,253,1143,229,1,116.62,3,Delayed
44768,2025-09-10,79,1470,458,7,210.58,6,In Transit
44769,2025-05-11,272,1486,63,8,132.94,4,Delivered
44770,2025-07-24,15,297,124,14,1290.6,8,Delivered
44771,2024-12-11,255,982,408,8,374.22,9,Delayed
44772,2025-12-01,104,927,425,3,186.71,4,Delayed
44773,2025-07-22,124,105,243,20,1621.4,7,Delivered
44774,2024-02-05,227,598,260,6,594.71,10,In Transit
44775,2024-05-31,262,187,213,3,217.31,8,Delayed
44776,2024-03-14,120,522,159,6,630.55,10,Delivered
44777,2024-01-18,10,273,492,5,176.99,7,Delayed
44778,2024-12-03,190,1552,167,6,188.73,8,Delivered
44779,2025-06-10,49,1906,265,4,108.94,7,Delivered
44780,2025-09-09,118,2041,263,4,398.69,8,Delivered
44781,2025-07-29,294,1752,311,20,231.4,5,Delivered
44782,2024-06-01,274,89,50,13,816.86,1,Delayed
44783,2024-01-21,211,214,270,14,1560.62,4,Delivered
44784,2025-10-28,290,2160,343,3,275.85,5,Delayed
44785,2025-03-06,265,325,82,17,212.53,9,In Transit
44786,2024-06-19,244,2479,416,1,50.06,6,In Transit
44787,2024-03-21,152,1996,226,5,530.58,2,In Transit
44788,2024-05-26,122,1025,83,10,1068.46,10,Delayed
44789,2025-11-03,137,699,11,8,533.19,4,Delivered
44790,2025-09-05,76,2190,32,4,445.63,4,Delayed
44791,2024-03-02,101,2123,298,10,888.31,3,In Transit
44792,2025-11-18,61,1414,424,16,683.55,6,Delivered
44793,2024-08-19,259,484,483,4,412.56,9,Delivered
44794,2025-10-23,198,2481,195,11,442.99,3,In Transit
44795,2024-12-04,264,1873,349,3,47.36,9,In Transit
44796,2025-06-28,185,1331,224,1,72.94,3,Delivered
44797,2025-05-09,103,1153,497,6,293.3,3,In Transit
44798,2024-12-14,137,2328,7,6,68.51,6,Delayed
44799,2025-09-16,161,136,190,14,766.39,4,Delivered
44800,2025-03-10,189,2119,461,11,551.03,1,In Transit
44801,2024-09-08,171,854,282,6,144.97,9,Delayed
44802,2024-06-24,174,2466,405,20,302.94,8,Delayed
44803,2025-10-23,267,62,266,14,418.14,3,Delivered
44804,2025-06-08,25,1426,300,3,35.21,8,Delivered
44805,2024-03-29,162,1516,250,20,1605.7,9,Delivered
44806,2025-02-28,147,2279,82,4,311.38,9,In Transit
44807,2024-06-24,81,818,183,6,702.04,4,Delayed
44808,2025-12-15,56,1895,369,12,839.32,1,In Transit
44809,2024-03-16,42,556,398,4,78.74,4,In Transit
44810,2024-11-25,264,542,270,20,2250.72,2,In Transit
44811,2024-05-08,82,1,464,6,280.31,7,Delivered
44812,2025-03-05,248,1922,378,17,759.58,1,Delivered
44813,2024-10-24,90,2100,469,1,117.72,2,Delivered
44814,2025-02-15,27,2074,432,15,1557.42,6,Delayed
44815,2025-01-24,84,483,244,7,606.02,5,In Transit
44816,2024-10-26,97,1847,71,10,85.38,6,Delayed
44817,2024-04-17,49,1948,21,17,1353.27,10,Delivered
