InventoryID,Date,ProductID,StoreID,WarehouseID,OpeningStock,ReceivedQty,SoldQty,ClosingStock,ReorderLevel,StockStatus,InventoryValue
INV025030,2025-11-26,252,50,WH045,669,386,245,810,61,Overstock,18419.4
INV025031,2025-01-25,1122,17,WH013,184,29,92,121,150,Low Stock,7007.11
INV025032,2025-11-09,694,40,WH021,109,30,101,38,212,Low Stock,916.94
INV025033,2025-09-22,1031,104,WH021,335,189,90,434,133,Normal,15650.04
INV025034,2025-05-24,1434,197,WH013,367,272,171,468,109,Overstock,4825.08
INV025035,2025-06-12,2448,57,WH016,564,274,217,621,145,Overstock,7712.82
INV025036,2025-05-13,2433,75,WH025,585,1,151,435,160,Normal,10448.7
INV025037,2025-08-06,652,136,WH008,0,337,289,48,255,Low Stock,1899.36
INV025038,2025-04-23,891,39,WH001,145,36,101,80,80,Normal,4792.8
INV025039,2025-11-06,647,230,WH007,361,113,176,298,280,Normal,16804.22
INV025040,2025-06-02,453,22,WH033,921,137,184,874,145,Overstock,37022.64
INV025041,2025-05-03,1602,32,WH045,855,131,65,921,136,Overstock,25916.94
INV025042,2025-01-30,1041,229,WH043,440,106,16,530,127,Overstock,24226.3
INV025043,2025-05-11,632,130,WH049,81,154,72,163,191,Low Stock,6788.95
INV025044,2025-09-27,1271,238,WH039,717,155,115,757,263,Normal,23482.14
INV025045,2025-07-07,2013,66,WH023,155,349,230,274,144,Normal,4373.04
INV025046,2025-07-18,2190,141,WH003,340,1,17,324,61,Overstock,19015.56
INV025047,2025-11-26,974,295,WH032,791,383,129,1045,249,Overstock,29249.55
INV025048,2025-06-22,2292,197,WH008,884,24,37,871,243,Normal,16557.71
INV025049,2025-02-23,680,33,WH017,910,216,34,1092,192,Overstock,12831.0
INV025050,2025-06-29,1860,100,WH050,310,230,32,508,185,Normal,15346.68
INV025051,2025-01-22,870,139,WH044,268,355,215,408,105,Normal,7135.92
INV025052,2025-07-19,2230,218,WH039,422,9,254,177,269,Low Stock,1768.23
INV025053,2025-01-10,2466,206,WH040,742,159,120,781,64,Overstock,35918.19
INV025054,2025-05-18,2117,257,WH008,490,335,272,553,228,Normal,21312.62
INV025055,2025-12-29,320,152,WH032,246,196,68,374,287,Normal,21658.34
INV025056,2025-07-27,1944,226,WH049,290,33,155,168,287,Low Stock,8825.04
INV025057,2025-05-02,124,300,WH004,272,159,141,290,56,Overstock,3172.6
INV025058,2025-10-13,120,230,WH001,378,49,234,193,124,Normal,573.21
INV025059,2025-01-31,1188,12,WH018,998,121,244,875,261,Normal,3342.5
INV025060,2025-02-14,834,197,WH004,27,84,109,2,100,Low Stock,42.32
INV025061,2025-08-31,775,94,WH040,782,187,215,754,153,Overstock,21722.74
INV025062,2025-10-09,2088,116,WH017,648,144,131,661,73,Overstock,17926.32
INV025063,2025-01-07,1162,57,WH034,794,54,264,584,161,Normal,17082.0
INV025064,2025-10-30,1901,299,WH004,286,230,156,360,170,Normal,5896.8
INV025065,2025-05-06,2000,228,WH047,434,104,153,385,77,Overstock,4762.45
INV025066,2025-06-05,587,18,WH035,710,373,103,980,132,Overstock,4988.2
INV025067,2025-11-08,860,126,WH018,852,352,3,1201,193,Overstock,26902.4
INV025068,2025-02-12,2054,245,WH021,390,34,56,368,69,Overstock,993.6
INV025069,2025-11-10,1059,246,WH020,741,26,161,606,270,Normal,35863.08
INV025070,2025-07-10,239,188,WH037,903,36,165,774,202,Normal,22771.08
INV025071,2025-01-20,10,145,WH040,66,69,5,130,298,Low Stock,4655.3
INV025072,2025-08-23,1199,106,WH021,868,172,259,781,73,Overstock,21461.88
INV025073,2025-11-27,1466,18,WH027,432,242,129,545,258,Normal,30242.05
INV025074,2025-09-06,117,38,WH008,567,271,269,569,217,Normal,22327.56
INV025075,2025-07-17,1015,14,WH033,945,198,270,873,273,Normal,49010.22
INV025076,2025-11-13,828,100,WH017,48,108,117,39,164,Low Stock,524.94
INV025077,2025-10-25,2196,293,WH043,921,199,36,1084,60,Overstock,58037.36
INV025078,2025-06-21,2171,101,WH033,673,18,74,617,56,Overstock,35847.7
INV025079,2025-12-21,1224,45,WH044,818,346,116,1048,168,Overstock,8970.88
INV025080,2025-08-08,708,170,WH040,349,21,215,155,183,Low Stock,9095.4
INV025081,2025-09-19,202,270,WH010,459,95,4,550,285,Normal,8338.0
INV025082,2025-11-01,552,22,WH028,754,18,9,763,72,Overstock,11757.83
INV025083,2025-11-14,2153,172,WH035,464,326,82,708,104,Overstock,23364.0
INV025084,2025-11-25,362,152,WH045,428,130,126,432,259,Normal,1339.2
INV025085,2025-09-01,726,86,WH006,361,341,119,583,168,Normal,30957.3
INV025086,2025-12-29,1345,99,WH007,344,91,157,278,222,Normal,13983.4
INV025087,2025-08-08,50,207,WH038,502,357,35,824,130,Overstock,41834.48
INV025088,2025-07-22,450,76,WH017,99,4,85,18,112,Low Stock,327.78
INV025089,2025-03-29,2101,6,WH043,600,301,19,882,91,Overstock,4718.7
INV025090,2025-04-12,1934,37,WH045,172,278,143,307,203,Normal,4970.33
INV025091,2025-03-03,1874,223,WH013,539,96,125,510,108,Overstock,12357.3
INV025092,2025-10-11,982,299,WH047,286,79,298,67,67,Normal,2176.83
INV025093,2025-08-03,220,133,WH017,590,345,260,675,282,Normal,33412.5
INV025094,2025-12-03,602,179,WH047,883,308,182,1009,237,Overstock,25003.02
INV025095,2025-01-30,1432,94,WH017,257,376,261,372,207,Normal,11751.48
INV025096,2025-01-18,410,225,WH045,841,380,152,1069,54,Overstock,27398.47
INV025097,2025-04-26,953,261,WH030,478,51,2,527,66,Overstock,26718.9
INV025098,2025-06-09,401,128,WH010,952,62,162,852,267,Normal,47942.04
INV025099,2025-03-20,1170,111,WH037,143,237,176,204,63,Normal,6187.32
INV025100,2025-09-01,1539,197,WH036,371,40,171,240,285,Low Stock,1264.8
INV025101,2025-11-04,1388,293,WH027,126,14,74,66,137,Low Stock,3414.18
INV025102,2025-05-25,484,27,WH025,380,155,152,383,106,Normal,9310.73
INV025103,2025-08-02,1928,246,WH030,3,1,3,1,76,Low Stock,27.78
INV025104,2025-01-10,2422,125,WH050,742,287,122,907,203,Overstock,38112.14
INV025105,2025-05-09,1478,55,WH042,368,14,122,260,226,Normal,14723.8
INV025106,2025-06-22,2,263,WH036,638,202,71,769,97,Overstock,21978.02
INV025107,2025-10-12,1477,216,WH017,832,220,226,826,116,Overstock,12340.44
INV025108,2025-06-26,1176,277,WH001,916,97,272,741,60,Overstock,30329.13
INV025109,2025-12-07,460,218,WH045,950,115,172,893,242,Normal,16725.89
INV025110,2025-05-15,1428,135,WH044,844,343,76,1111,201,Overstock,11187.77
INV025111,2025-08-12,223,96,WH032,121,228,231,118,183,Low Stock,2016.62
INV025112,2025-03-22,1208,299,WH025,315,26,108,233,121,Normal,6621.86
INV025113,2025-07-12,1340,46,WH041,357,53,221,189,215,Low Stock,7397.46
INV025114,2025-01-06,1775,128,WH033,4,313,121,196,261,Low Stock,10834.88
INV025115,2025-06-27,249,78,WH049,782,303,137,948,207,Overstock,11271.72
INV025116,2025-01-13,2463,292,WH026,693,302,224,771,133,Overstock,12343.71
INV025117,2025-12-02,89,256,WH050,864,26,32,858,161,Overstock,16336.32
INV025118,2025-07-02,512,157,WH005,677,84,150,611,261,Normal,32150.82
INV025119,2025-06-29,1636,285,WH002,555,85,274,366,236,Normal,1478.64
INV025120,2025-12-20,1064,246,WH046,225,142,16,351,63,Overstock,13425.75
INV025121,2025-04-18,1399,126,WH040,242,92,59,275,59,Overstock,1537.25
INV025122,2025-01-10,1180,167,WH010,472,107,223,356,90,Normal,3759.36
INV025123,2025-06-29,550,182,WH049,600,64,132,532,250,Normal,18678.52
INV025124,2025-09-27,2189,130,WH031,867,372,281,958,232,Overstock,28213.1
INV025125,2025-10-21,2356,36,WH017,516,138,178,476,113,Overstock,15579.48
INV025126,2025-03-31,708,143,WH030,21,349,140,230,189,Normal,1619.2
INV025127,2025-12-26,140,176,WH005,455,202,154,503,180,Normal,25356.23
INV025128,2025-09-03,2231,276,WH033,598,106,288,416,128,Normal,7733.44
INV025129,2025-09-19,1171,39,WH017,306,133,90,349,282,Normal,6491.4
INV025130,2025-09-02,2395,140,WH012,875,39,214,700,153,Overstock,41209.0
INV025131,2025-10-24,1922,274,WH005,728,398,186,940,110,Overstock,37092.4
INV025132,2025-12-03,413,13,WH017,426,68,94,400,270,Normal,20956.0
INV025133,2025-10-20,681,149,WH043,523,46,287,282,194,Normal,755.76
INV025134,2025-10-18,491,205,WH013,703,280,92,891,211,Overstock,7172.55
INV025135,2025-01-09,97,70,WH032,553,170,228,495,108,Overstock,12221.55
INV025136,2025-08-14,410,226,WH019,104,170,233,41,69,Low Stock,929.88
INV025137,2025-10-30,1709,213,WH040,973,325,296,1002,143,Overstock,49418.64
INV025138,2025-10-16,2011,79,WH004,839,372,254,957,64,Overstock,4612.74
INV025139,2025-06-03,869,285,WH001,544,178,188,534,204,Normal,27169.92
INV025140,2025-02-21,1336,241,WH010,724,365,283,806,95,Overstock,44757.18
INV025141,2025-07-31,1495,120,WH002,43,208,95,156,177,Low Stock,1382.16
INV025142,2025-07-16,2069,282,WH014,143,87,218,12,268,Low Stock,475.44
INV025143,2025-08-07,1293,167,WH041,519,232,167,584,289,Normal,21426.96
INV025144,2025-08-14,796,267,WH032,943,27,272,698,271,Normal,22084.72
INV025145,2025-08-10,284,297,WH011,365,242,59,548,65,Overstock,26583.48
INV025146,2025-11-04,1501,21,WH005,758,40,271,527,64,Overstock,26813.76
INV025147,2025-07-28,423,19,WH021,65,129,59,135,162,Low Stock,1629.45
INV025148,2025-02-25,2045,95,WH039,669,223,199,693,79,Overstock,4920.3
INV025149,2025-09-26,1963,46,WH030,682,290,261,711,192,Normal,3896.28
INV025150,2025-08-16,2085,85,WH048,772,15,76,711,162,Overstock,38365.56
INV025151,2025-02-25,1442,149,WH048,295,243,165,373,60,Overstock,21085.69
INV025152,2025-04-22,138,299,WH047,975,72,193,854,300,Normal,19855.5
INV025153,2025-06-04,504,12,WH021,658,56,46,668,177,Normal,29759.4
INV025154,2025-12-04,1937,46,WH007,23,248,54,217,281,Low Stock,5212.34
INV025155,2025-03-12,696,185,WH025,795,241,214,822,277,Normal,37285.92
INV025156,2025-10-14,1128,176,WH029,25,271,136,160,238,Low Stock,564.8
INV025157,2025-10-13,1799,6,WH034,94,49,62,81,288,Low Stock,271.35
INV025158,2025-11-03,195,208,WH049,519,265,294,490,244,Normal,15983.8
INV025159,2025-10-15,760,277,WH044,301,223,28,496,273,Normal,10470.56
INV025160,2025-05-20,146,174,WH035,83,99,21,161,136,Normal,668.15
INV025161,2025-07-15,2431,228,WH040,539,211,262,488,59,Overstock,23589.92
INV025162,2025-07-12,1378,91,WH041,423,389,49,763,218,Normal,32541.95
INV025163,2025-04-01,96,16,WH047,940,359,168,1131,297,Normal,58257.81
INV025164,2025-09-25,887,138,WH021,799,261,92,968,96,Overstock,50394.08
INV025165,2025-11-16,1845,245,WH012,609,216,255,570,117,Overstock,31982.7
INV025166,2025-03-13,2273,138,WH046,991,360,73,1278,177,Overstock,36077.94
INV025167,2025-02-05,1541,169,WH035,163,238,127,274,61,Overstock,8757.04
INV025168,2025-08-21,1205,182,WH023,134,272,85,321,153,Normal,14499.57
INV025169,2025-02-17,1007,6,WH033,871,118,298,691,109,Overstock,29402.05
INV025170,2025-10-27,2304,232,WH011,929,106,86,949,119,Overstock,23184.07
INV025171,2025-01-11,1336,115,WH035,332,156,196,292,163,Normal,2546.24
INV025172,2025-01-14,556,43,WH029,156,80,139,97,86,Normal,627.59
INV025173,2025-02-26,1557,235,WH026,853,172,195,830,137,Overstock,16467.2
INV025174,2025-08-21,562,115,WH032,866,29,275,620,287,Normal,25265.0
INV025175,2025-01-08,358,188,WH030,492,86,181,397,251,Normal,4438.46
INV025176,2025-06-04,1778,3,WH021,596,291,234,653,173,Normal,19629.18
INV025177,2025-06-19,835,116,WH046,823,306,260,869,225,Normal,8568.34
INV025178,2025-10-22,1365,258,WH050,160,371,15,516,99,Overstock,17079.6
INV025179,2025-09-30,1617,207,WH017,161,374,233,302,158,Normal,14988.26
INV025180,2025-01-06,1687,89,WH040,28,362,126,264,295,Low Stock,10990.32
INV025181,2025-06-15,584,187,WH005,968,312,56,1224,267,Overstock,32570.64
INV025182,2025-05-22,2071,159,WH038,898,292,31,1159,129,Overstock,66213.67
INV025183,2025-08-26,948,11,WH007,21,386,248,159,83,Normal,8027.91
INV025184,2025-10-12,2135,211,WH043,32,32,54,10,51,Low Stock,554.0
INV025185,2025-05-06,1048,182,WH027,49,194,33,210,190,Normal,6841.8
INV025186,2025-05-19,1702,196,WH026,296,172,72,396,134,Normal,23090.76
INV025187,2025-03-07,1445,100,WH033,49,0,0,49,271,Low Stock,1660.12
INV025188,2025-07-03,1035,260,WH048,563,338,275,626,78,Overstock,23975.8
INV025189,2025-03-04,1461,277,WH037,400,217,77,540,95,Overstock,9277.2
INV025190,2025-04-30,403,264,WH031,100,350,267,183,274,Low Stock,7138.83
INV025191,2025-09-13,163,51,WH019,814,69,279,604,50,Overstock,35454.8
INV025192,2025-12-07,1839,182,WH039,976,398,113,1261,118,Overstock,45572.54
INV025193,2025-11-19,874,121,WH006,52,146,180,18,59,Low Stock,514.98
INV025194,2025-09-09,1379,247,WH003,382,64,142,304,283,Normal,7983.04
INV025195,2025-12-22,1550,90,WH033,476,38,264,250,152,Normal,9712.5
INV025196,2025-05-02,761,276,WH046,96,301,1,396,132,Normal,5373.72
INV025197,2025-04-16,689,161,WH002,88,329,180,237,187,Normal,9216.93
INV025198,2025-12-05,110,209,WH030,272,3,230,45,123,Low Stock,2133.9
INV025199,2025-10-13,1307,72,WH013,306,24,250,80,163,Low Stock,2591.2
INV025200,2025-05-10,1399,9,WH002,435,349,265,519,262,Normal,27185.22
INV025201,2025-05-24,2171,296,WH019,418,234,71,581,116,Overstock,17209.22
INV025202,2025-06-10,471,290,WH007,178,51,111,118,279,Low Stock,6468.76
INV025203,2025-05-15,1664,152,WH011,822,140,268,694,162,Overstock,37219.22
INV025204,2025-06-09,213,268,WH007,479,258,86,651,117,Overstock,6991.74
INV025205,2025-07-16,134,110,WH011,739,395,196,938,163,Overstock,10514.98
INV025206,2025-11-19,1929,31,WH025,270,288,32,526,138,Normal,3098.14
INV025207,2025-10-12,1591,114,WH048,355,111,70,396,219,Normal,19483.2
INV025208,2025-11-27,621,147,WH010,674,164,106,732,215,Normal,30348.72
INV025209,2025-12-25,2442,254,WH042,487,186,268,405,208,Normal,19456.2
INV025210,2025-09-25,189,290,WH015,634,95,180,549,55,Overstock,26642.97
INV025211,2025-01-28,2064,297,WH033,804,198,9,993,98,Overstock,4627.38
INV025212,2025-10-11,128,61,WH016,211,250,116,345,177,Normal,1473.15
INV025213,2025-09-12,772,107,WH020,928,54,209,773,282,Normal,8340.67
INV025214,2025-10-11,2261,178,WH044,460,134,52,542,101,Overstock,25587.82
INV025215,2025-09-07,2036,102,WH018,551,12,187,376,190,Normal,19988.16
INV025216,2025-05-19,829,271,WH013,969,50,147,872,252,Normal,6173.76
INV025217,2025-09-08,719,136,WH005,53,97,86,64,67,Low Stock,2013.44
INV025218,2025-06-15,1388,183,WH045,299,318,10,607,145,Overstock,30969.14
INV025219,2025-10-09,492,121,WH032,183,311,129,365,148,Normal,14870.1
INV025220,2025-10-14,303,61,WH044,436,163,102,497,130,Normal,9925.09
INV025221,2025-10-12,412,56,WH040,583,76,281,378,190,Normal,4044.6
INV025222,2025-03-21,518,55,WH011,514,71,201,384,98,Normal,20632.32
INV025223,2025-04-20,1700,191,WH018,370,151,9,512,128,Normal,1792.0
INV025224,2025-04-07,1942,20,WH033,781,156,244,693,227,Normal,13513.5
INV025225,2025-06-07,146,282,WH042,164,31,189,6,86,Low Stock,257.46
INV025226,2025-02-19,806,182,WH005,995,112,8,1099,152,Overstock,28705.88
INV025227,2025-07-16,827,62,WH001,794,283,123,954,177,Overstock,30661.56
INV025228,2025-07-22,2157,133,WH008,771,343,297,817,113,Overstock,23325.35
INV025229,2025-12-07,1145,108,WH040,748,367,104,1011,281,Normal,51318.36
INV025230,2025-06-16,720,177,WH046,118,173,205,86,103,Low Stock,1624.54
INV025231,2025-01-09,270,7,WH036,330,345,86,589,51,Overstock,32365.55
INV025232,2025-05-19,657,260,WH020,618,282,279,621,287,Normal,34980.93
INV025233,2025-09-03,2139,273,WH036,434,25,3,456,152,Normal,13014.24
INV025234,2025-05-24,2255,105,WH017,456,294,88,662,294,Normal,18635.3
INV025235,2025-03-31,604,3,WH044,738,243,188,793,203,Normal,38397.06
INV025236,2025-08-19,680,246,WH032,962,179,163,978,156,Overstock,52714.2
INV025237,2025-08-20,31,51,WH002,894,92,265,721,68,Overstock,35848.12
INV025238,2025-08-06,297,244,WH031,975,179,134,1020,180,Overstock,46083.6
INV025239,2025-06-18,511,225,WH010,292,118,46,364,190,Normal,1041.04
INV025240,2025-03-16,276,267,WH047,89,267,134,222,167,Normal,12696.18
INV025241,2025-09-09,2215,137,WH003,885,117,3,999,157,Overstock,13286.7
INV025242,2025-05-25,805,299,WH033,574,147,248,473,164,Normal,21322.84
INV025243,2025-08-12,1203,98,WH036,499,64,205,358,70,Overstock,16768.72
INV025244,2025-04-30,1336,300,WH036,420,213,116,517,276,Normal,26191.22
INV025245,2025-08-09,1034,136,WH002,856,23,4,875,234,Normal,2415.0
INV025246,2025-11-24,975,173,WH023,357,84,118,323,288,Normal,9308.86
INV025247,2025-01-18,1016,67,WH035,235,396,118,513,101,Overstock,8018.19
INV025248,2025-08-19,31,231,WH033,732,110,159,683,58,Overstock,36601.97
INV025249,2025-01-25,31,8,WH047,746,292,229,809,273,Normal,15201.11
INV025250,2025-06-23,2026,65,WH048,276,104,233,147,298,Low Stock,2909.13
INV025251,2025-08-10,2085,36,WH040,524,102,143,483,168,Normal,4496.73
INV025252,2025-01-12,92,298,WH016,92,215,217,90,255,Low Stock,1976.4
INV025253,2025-02-11,1742,7,WH032,512,337,177,672,112,Overstock,26920.32
INV025254,2025-01-26,774,126,WH010,909,379,125,1163,80,Overstock,61255.21
INV025255,2025-01-28,720,40,WH043,231,284,22,493,102,Overstock,6985.81
INV025256,2025-06-16,1269,187,WH040,496,295,194,597,276,Normal,4549.14
INV025257,2025-10-16,1979,15,WH006,90,105,7,188,194,Low Stock,1263.36
INV025258,2025-07-12,805,142,WH046,40,117,39,118,256,Low Stock,3266.24
INV025259,2025-11-11,1810,132,WH050,508,132,197,443,204,Normal,21547.52
INV025260,2025-03-26,1353,184,WH010,698,81,10,769,71,Overstock,45048.02
INV025261,2025-12-24,1247,18,WH034,836,119,148,807,115,Overstock,43594.14
INV025262,2025-07-14,1907,86,WH031,544,386,122,808,231,Normal,17808.32
INV025263,2025-02-14,1981,7,WH037,524,154,165,513,186,Normal,18519.3
INV025264,2025-01-01,29,296,WH046,351,324,215,460,135,Normal,6679.2
INV025265,2025-07-29,2026,41,WH025,187,195,167,215,269,Low Stock,7660.45
INV025266,2025-03-19,1775,271,WH031,750,107,53,804,53,Overstock,34507.68
INV025267,2025-06-29,1463,130,WH043,112,311,282,141,178,Low Stock,644.37
INV025268,2025-01-13,1252,167,WH010,35,224,38,221,141,Normal,9969.31
INV025269,2025-12-02,1918,287,WH008,885,179,174,890,110,Overstock,33446.2
INV025270,2025-10-15,2354,208,WH014,183,262,202,243,92,Normal,10429.56
INV025271,2025-08-30,2398,263,WH002,449,387,64,772,114,Overstock,6044.76
INV025272,2025-11-13,1176,238,WH034,796,370,146,1020,287,Normal,53519.4
INV025273,2025-06-10,1864,144,WH039,734,375,224,885,230,Normal,20832.9
INV025274,2025-10-26,100,127,WH011,354,335,155,534,183,Normal,18246.78
INV025275,2025-07-06,2310,59,WH023,569,3,42,530,77,Overstock,12667.0
INV025276,2025-02-28,2293,228,WH034,549,281,52,778,162,Overstock,31298.94
INV025277,2025-02-03,545,275,WH044,341,255,91,505,224,Normal,15412.6
INV025278,2025-05-23,1901,250,WH040,741,23,51,713,153,Overstock,24676.93
INV025279,2025-02-12,2308,300,WH013,722,264,19,967,236,Overstock,41716.38
INV025280,2025-08-08,2441,162,WH011,769,149,154,764,85,Overstock,6853.08
INV025281,2025-06-29,743,17,WH009,429,216,50,595,163,Normal,31308.9
INV025282,2025-10-08,1609,183,WH012,523,73,72,524,105,Overstock,6481.88
INV025283,2025-10-09,844,36,WH014,954,164,6,1112,231,Overstock,61215.6
INV025284,2025-01-13,1167,297,WH006,974,271,145,1100,132,Overstock,20460.0
INV025285,2025-09-17,1223,70,WH015,366,366,100,632,184,Normal,4727.36
INV025286,2025-01-03,421,282,WH027,368,308,249,427,124,Normal,3949.75
INV025287,2025-03-20,1021,296,WH038,900,98,110,888,227,Normal,33894.96
INV025288,2025-04-05,915,197,WH003,226,65,142,149,186,Low Stock,8720.97
INV025289,2025-07-25,934,68,WH025,497,31,127,401,106,Normal,1912.77
INV025290,2025-08-23,2191,11,WH038,66,227,140,153,222,Low Stock,5866.02
INV025291,2025-09-25,1794,186,WH014,870,214,291,793,194,Overstock,24162.71
INV025292,2025-05-27,1408,132,WH025,112,146,108,150,141,Normal,880.5
INV025293,2025-08-26,76,95,WH033,800,13,150,663,66,Overstock,16256.76
INV025294,2025-05-11,1420,215,WH004,480,66,260,286,287,Low Stock,1650.22
INV025295,2025-01-31,630,91,WH044,588,184,256,516,126,Overstock,25547.16
INV025296,2025-10-25,69,213,WH022,53,302,1,354,125,Normal,8333.16
INV025297,2025-09-17,1715,82,WH050,857,43,257,643,108,Overstock,6314.26
INV025298,2025-04-17,1065,240,WH003,832,17,50,799,290,Normal,19671.38
INV025299,2025-05-20,616,169,WH040,951,101,177,875,232,Normal,17167.5
INV025300,2025-09-19,684,116,WH005,262,253,156,359,215,Normal,10134.57
INV025301,2025-03-08,875,10,WH047,71,137,202,6,153,Low Stock,151.74
INV025302,2025-01-01,1449,232,WH007,779,331,117,993,133,Overstock,6722.61
INV025303,2025-12-10,2318,204,WH008,535,340,237,638,52,Overstock,25800.72
INV025304,2025-05-13,265,93,WH037,512,364,3,873,156,Overstock,47368.98
INV025305,2025-03-29,1582,249,WH003,801,318,181,938,54,Overstock,42904.12
INV025306,2025-09-16,2249,124,WH022,386,333,166,553,232,Normal,31150.49
INV025307,2025-08-17,683,291,WH046,133,190,252,71,240,Low Stock,2576.59
INV025308,2025-02-28,416,153,WH018,689,222,107,804,109,Overstock,31066.56
INV025309,2025-10-17,2164,226,WH005,457,120,195,382,132,Normal,17698.06
INV025310,2025-12-02,1754,295,WH050,875,307,184,998,179,Overstock,33413.04
INV025311,2025-07-24,663,208,WH048,27,92,63,56,212,Low Stock,134.4
INV025312,2025-01-21,2302,201,WH014,883,94,65,912,174,Overstock,27907.2
INV025313,2025-09-18,233,157,WH005,580,120,132,568,158,Normal,14290.88
INV025314,2025-07-17,779,232,WH044,599,21,155,465,262,Normal,17209.65
INV025315,2025-02-11,1239,81,WH049,13,18,18,13,251,Low Stock,63.05
INV025316,2025-05-28,310,149,WH038,201,282,5,478,194,Normal,14641.14
INV025317,2025-01-29,1150,187,WH005,516,237,121,632,265,Normal,36188.32
INV025318,2025-07-18,791,52,WH024,613,247,17,843,207,Overstock,14238.27
INV025319,2025-09-28,677,83,WH010,264,1,60,205,212,Low Stock,3722.8
INV025320,2025-05-12,253,65,WH019,877,399,278,998,103,Overstock,57953.86
INV025321,2025-09-13,68,248,WH034,673,295,290,678,174,Normal,8603.82
INV025322,2025-01-05,1004,170,WH022,37,130,110,57,254,Low Stock,1808.04
INV025323,2025-09-09,1432,13,WH011,353,320,298,375,103,Normal,21217.5
INV025324,2025-03-16,1133,44,WH011,381,161,115,427,267,Normal,16294.32
INV025325,2025-06-08,981,7,WH026,939,390,45,1284,261,Overstock,46750.44
INV025326,2025-12-13,246,212,WH038,130,17,75,72,189,Low Stock,2666.88
INV025327,2025-12-12,2070,267,WH041,454,319,220,553,184,Normal,17364.2
INV025328,2025-05-04,1257,120,WH039,412,9,163,258,235,Normal,9698.22
INV025329,2025-04-08,2442,249,WH014,784,68,128,724,103,Overstock,21300.08
INV025330,2025-06-12,719,297,WH022,976,156,126,1006,189,Overstock,16941.04
INV025331,2025-03-18,577,4,WH030,722,160,262,620,91,Overstock,24893.0
INV025332,2025-03-30,1067,52,WH041,113,294,251,156,212,Low Stock,6973.2
INV025333,2025-01-31,1690,183,WH014,368,62,89,341,109,Normal,18185.53
INV025334,2025-02-08,1830,147,WH022,333,66,40,359,186,Normal,3392.55
INV025335,2025-06-14,1090,58,WH003,831,159,80,910,255,Normal,39284.7
INV025336,2025-06-03,1890,3,WH017,622,393,150,865,64,Overstock,13416.15
INV025337,2025-04-18,2060,102,WH003,574,327,83,818,284,Normal,12932.58
INV025338,2025-09-24,1476,253,WH039,476,183,250,409,173,Normal,11272.04
INV025339,2025-10-28,1395,88,WH013,693,341,26,1008,296,Normal,25452.0
INV025340,2025-11-05,1316,259,WH019,290,161,208,243,202,Normal,4235.49
INV025341,2025-08-30,784,2,WH006,927,197,78,1046,227,Overstock,47781.28
INV025342,2025-05-05,809,225,WH019,533,6,110,429,218,Normal,11617.32
INV025343,2025-01-21,1453,218,WH044,641,396,47,990,130,Overstock,34818.3
INV025344,2025-02-18,948,262,WH042,318,69,121,266,176,Normal,13353.2
INV025345,2025-05-22,2314,214,WH003,913,387,109,1191,260,Overstock,40279.62
INV025346,2025-11-25,1868,186,WH002,626,267,75,818,163,Overstock,9922.34
INV025347,2025-11-17,975,92,WH038,388,368,92,664,136,Overstock,6321.28
INV025348,2025-09-15,1363,277,WH040,286,52,109,229,55,Overstock,9533.27
INV025349,2025-08-31,2460,143,WH016,468,45,42,471,111,Overstock,21779.04
INV025350,2025-11-14,1026,101,WH016,910,160,36,1034,191,Overstock,17588.34
INV025351,2025-03-23,1926,258,WH022,9,20,12,17,119,Low Stock,836.74
INV025352,2025-06-08,1969,264,WH045,136,265,289,112,144,Low Stock,1916.32
INV025353,2025-07-17,1524,152,WH036,174,124,214,84,196,Low Stock,1039.08
INV025354,2025-10-28,24,268,WH019,519,0,21,498,92,Overstock,7479.96
INV025355,2025-07-06,1348,198,WH038,535,154,89,600,243,Normal,5694.0
INV025356,2025-11-17,2194,300,WH024,599,271,96,774,176,Overstock,24249.42
INV025357,2025-08-17,528,258,WH024,244,339,225,358,119,Normal,20112.44
INV025358,2025-10-29,1350,248,WH025,290,153,127,316,175,Normal,6070.36
INV025359,2025-11-17,2257,21,WH027,979,17,38,958,88,Overstock,31786.44
INV025360,2025-03-21,1342,248,WH044,539,397,204,732,91,Overstock,17919.36
INV025361,2025-03-05,2138,52,WH044,985,221,254,952,187,Overstock,55444.48
INV025362,2025-10-15,1347,299,WH001,263,11,107,167,68,Normal,8974.58
INV025363,2025-03-24,2175,95,WH012,183,13,1,195,269,Low Stock,438.75
INV025364,2025-12-14,1588,118,WH049,539,74,171,442,121,Normal,7580.3
INV025365,2025-12-27,2287,224,WH022,636,155,155,636,179,Normal,15804.6
INV025366,2025-09-02,1475,255,WH044,3,38,20,21,261,Low Stock,54.6
INV025367,2025-06-05,1925,55,WH029,237,176,235,178,137,Normal,4959.08
INV025368,2025-04-13,1609,120,WH045,318,181,123,376,153,Normal,1428.8
INV025369,2025-07-02,507,156,WH042,425,257,22,660,291,Normal,2085.6
INV025370,2025-05-08,838,290,WH002,182,103,281,4,266,Low Stock,178.8
INV025371,2025-05-14,92,287,WH035,974,176,171,979,206,Overstock,43594.87
INV025372,2025-06-21,1258,300,WH048,292,307,31,568,282,Normal,13614.96
INV025373,2025-12-08,194,148,WH020,147,52,71,128,270,Low Stock,5376.0
INV025374,2025-11-08,412,123,WH023,435,210,202,443,300,Normal,18247.17
