ProductID,Category,UnitCost,UnitPrice
1837,Dairy,17.52,32.88
1838,Dairy,54.53,106.86
1839,Beverages,2.91,5.56
1840,Personal Care,7.04,13.1
1841,Personal Care,32.9,62.18
1842,Bakery,20.21,34.51
1843,Beverages,9.64,14.44
1844,Snacks,3.3,5.86
1845,Beverages,11.26,16.15
1846,Frozen,19.44,34.75
1847,Snacks,52.46,104.49
1848,Personal Care,36.97,73.07
1849,Beverages,49.02,87.54
1850,Bakery,19.86,38.91
1851,Personal Care,37.52,70.9
1852,Dairy,24.15,39.47
1853,Produce,47.59,74.47
1854,Bakery,56.48,77.74
1855,Frozen,45.2,84.3
1856,Bakery,9.73,14.05
1857,Beverages,15.0,20.61
1858,Household,28.77,42.53
1859,Personal Care,3.54,6.38
1860,Household,25.27,33.56
1861,Personal Care,44.47,76.77
1862,Produce,11.07,20.05
1863,Produce,55.28,87.2
1864,Bakery,47.65,64.72
1865,Bakery,22.49,41.61
1866,Snacks,17.29,25.57
1867,Snacks,29.98,45.02
1868,Bakery,20.31,37.49
1869,Frozen,16.73,31.19
1870,Dairy,42.64,56.96
1871,Snacks,47.61,82.96
1872,Personal Care,27.33,47.52
1873,Produce,12.97,16.61
1874,Produce,11.99,22.99
1875,Household,14.83,28.08
1876,Produce,18.1,23.16
1877,Bakery,11.35,18.94
1878,Bakery,27.5,44.08
1879,Snacks,2.97,5.77
1880,Bakery,27.77,53.09
1881,Snacks,33.2,45.62
1882,Frozen,38.56,64.61
1883,Dairy,39.6,59.29
1884,Personal Care,48.8,96.85
1885,Dairy,42.09,55.67
1886,Snacks,5.47,9.07
1887,Beverages,13.45,18.35
1888,Frozen,16.66,21.14
1889,Personal Care,12.58,15.1
1890,Personal Care,14.94,20.83
1891,Produce,8.62,11.88
1892,Beverages,8.64,15.55
1893,Personal Care,42.44,77.42
1894,Bakery,14.12,17.36
1895,Produce,25.88,50.33
1896,Produce,14.98,22.98
1897,Personal Care,41.25,68.8
1898,Personal Care,17.92,33.37
1899,Produce,14.24,17.65
1900,Bakery,28.76,47.74
1901,Bakery,59.72,95.96
1902,Snacks,6.63,9.91
1903,Produce,58.74,71.11
1904,Personal Care,38.66,72.47
1905,Personal Care,49.43,93.91
1906,Produce,43.34,77.26
1907,Bakery,10.28,15.57
1908,Beverages,40.15,48.88
1909,Personal Care,43.77,70.73
1910,Bakery,21.53,28.04
1911,Snacks,18.64,34.16
1912,Frozen,48.14,84.28
1913,Dairy,8.7,15.53
1914,Snacks,59.74,85.98
1915,Household,42.88,72.59
1916,Produce,53.92,69.79
1917,Personal Care,19.41,38.31
1918,Produce,8.19,15.89
1919,Produce,58.19,84.81
1920,Produce,24.8,44.75
1921,Frozen,50.38,84.09
1922,Personal Care,17.23,33.42
1923,Dairy,27.55,49.87
1924,Frozen,22.96,38.63
1925,Dairy,26.67,52.03
1926,Bakery,9.12,11.07
1927,Snacks,3.96,6.16
1928,Frozen,54.83,85.09
1929,Snacks,7.94,14.61
1930,Produce,19.49,34.55
1931,Beverages,49.02,73.1
1932,Personal Care,7.15,8.73
1933,Bakery,39.02,72.27
1934,Bakery,37.05,46.55
1935,Frozen,49.63,76.11
1936,Frozen,35.99,52.19
1937,Beverages,34.67,68.69
1938,Produce,19.71,24.57
1939,Snacks,7.83,9.8
1940,Bakery,36.08,64.11
1941,Frozen,41.3,59.12
1942,Produce,3.24,5.07
1943,Household,19.35,27.47
1944,Snacks,7.46,12.03
1945,Household,15.27,19.73
1946,Frozen,43.73,65.56
1947,Produce,55.0,88.57
1948,Bakery,59.43,116.16
1949,Frozen,56.88,107.23
1950,Bakery,9.82,16.09
1951,Dairy,48.96,80.61
1952,Snacks,16.93,29.84
1953,Household,17.03,28.83
1954,Bakery,25.15,33.68
1955,Snacks,19.42,35.75
1956,Dairy,29.59,50.88
1957,Produce,4.5,6.09
1958,Produce,24.68,38.0
1959,Household,40.66,67.06
1960,Frozen,25.34,41.95
1961,Produce,12.9,25.28
1962,Household,59.57,93.67
1963,Snacks,15.96,28.64
1964,Dairy,50.34,95.82
1965,Frozen,53.74,84.23
1966,Household,20.12,30.07
1967,Dairy,50.99,88.5
1968,Dairy,7.14,13.66
1969,Bakery,29.75,56.28
1970,Dairy,10.32,16.93
1971,Household,58.28,83.39
1972,Snacks,17.51,26.54
1973,Beverages,57.05,78.5
1974,Personal Care,2.73,5.16
1975,Produce,47.61,60.71
1976,Bakery,25.38,35.34
1977,Snacks,28.8,44.23
1978,Snacks,16.28,23.27
1979,Beverages,23.59,46.98
1980,Snacks,46.35,77.53
1981,Personal Care,33.89,62.71
1982,Dairy,53.91,84.65
1983,Household,25.15,34.03
1984,Household,36.75,71.2
1985,Frozen,34.87,50.94
1986,Household,31.4,38.64
1987,Frozen,42.97,83.58
1988,Frozen,40.43,78.83
1989,Personal Care,28.07,44.17
1990,Household,55.36,96.93
1991,Dairy,48.92,68.42
1992,Dairy,14.15,19.35
1993,Household,12.91,18.93
1994,Personal Care,29.96,37.07
1995,Dairy,49.19,61.31
1996,Personal Care,6.41,10.01
1997,Beverages,53.26,95.58
1998,Snacks,25.99,48.86
1999,Beverages,36.0,50.05
2000,Frozen,38.56,59.1
2001,Beverages,39.44,63.27
2002,Household,4.16,7.61
2003,Produce,13.75,20.19
2004,Beverages,3.56,6.67
2005,Produce,51.8,82.46
2006,Personal Care,58.03,108.49
2007,Produce,35.66,43.15
2008,Produce,38.43,58.7
2009,Snacks,30.98,50.24
2010,Snacks,30.53,46.51
2011,Snacks,30.89,47.75
2012,Beverages,8.72,14.64
2013,Frozen,4.65,8.85
2014,Frozen,40.77,49.02
2015,Personal Care,53.92,75.38
2016,Personal Care,23.98,34.45
2017,Beverages,21.25,34.73
2018,Produce,54.98,90.87
2019,Beverages,26.97,51.41
2020,Dairy,38.15,60.37
2021,Beverages,42.89,83.96
2022,Beverages,10.57,18.69
2023,Beverages,46.38,64.72
2024,Dairy,48.42,67.33
2025,Produce,50.56,90.83
2026,Household,37.64,49.44
2027,Snacks,16.34,26.35
2028,Produce,57.2,75.67
2029,Personal Care,12.15,20.01
2030,Frozen,56.26,68.35
2031,Frozen,48.17,59.82
2032,Snacks,11.46,21.46
2033,Produce,50.45,88.05
2034,Snacks,20.93,26.31
2035,Produce,9.76,14.08
2036,Beverages,35.66,46.27
2037,Personal Care,31.42,41.3
2038,Snacks,14.57,28.44
2039,Frozen,15.29,18.36
2040,Frozen,7.66,13.89
2041,Personal Care,38.76,72.33
2042,Household,58.72,76.54
2043,Dairy,20.19,35.27
2044,Dairy,51.23,84.71
2045,Frozen,48.74,82.07
2046,Dairy,9.85,18.59
2047,Dairy,16.05,28.21
2048,Snacks,13.7,19.8
2049,Beverages,19.77,25.28
2050,Frozen,55.36,96.47
2051,Dairy,27.68,35.27
2052,Produce,53.03,70.5
2053,Snacks,56.1,67.62
2054,Produce,6.84,9.56
2055,Beverages,52.67,80.45
2056,Personal Care,8.77,13.31
2057,Bakery,16.04,29.37
2058,Household,47.49,77.19
2059,Dairy,52.85,66.25
2060,Produce,18.37,32.91
2061,Bakery,27.33,42.51
2062,Bakery,52.11,89.15
2063,Personal Care,19.61,33.3
2064,Snacks,56.48,88.09
2065,Personal Care,52.03,73.11
2066,Frozen,24.91,34.51
2067,Dairy,31.65,42.81
2068,Beverages,29.91,45.04
2069,Household,23.81,30.92
2070,Snacks,55.55,95.99
2071,Frozen,25.79,33.59
2072,Household,27.87,43.88
2073,Personal Care,37.5,63.64
2074,Dairy,55.42,94.89
2075,Beverages,25.97,51.75
2076,Beverages,17.93,29.21
2077,Personal Care,23.7,44.15
2078,Bakery,26.77,32.56
2079,Produce,44.25,77.81
2080,Snacks,7.16,14.19
2081,Bakery,19.99,27.23
2082,Household,35.44,67.77
2083,Personal Care,38.73,57.8
2084,Snacks,15.1,21.85
2085,Snacks,35.83,55.82
2086,Produce,40.35,66.83
2087,Dairy,15.91,27.07
2088,Produce,21.11,31.84
2089,Personal Care,44.42,54.62
2090,Personal Care,34.66,47.33
2091,Beverages,49.17,61.22
2092,Frozen,47.38,90.56
2093,Bakery,30.91,44.48
2094,Produce,32.91,40.61
2095,Snacks,12.02,16.42
2096,Snacks,24.06,46.56
2097,Frozen,22.97,30.17
2098,Household,39.95,55.11
2099,Beverages,6.57,9.59
2100,Produce,38.28,54.49
2101,Personal Care,59.1,83.54
2102,Personal Care,12.52,23.19
2103,Personal Care,56.86,109.21
2104,Dairy,36.56,63.0
2105,Produce,46.23,57.89
2106,Frozen,58.48,101.62
2107,Bakery,39.05,49.99
2108,Household,24.26,41.13
2109,Household,2.75,4.28
2110,Produce,47.39,84.12
2111,Frozen,30.95,51.32
2112,Bakery,19.32,34.36
2113,Household,34.54,54.65
2114,Household,49.3,98.03
2115,Produce,6.81,12.89
2116,Beverages,36.17,63.44
2117,Household,30.88,47.81
2118,Bakery,30.38,37.35
2119,Bakery,20.92,38.12
2120,Frozen,18.94,33.16
2121,Dairy,38.91,60.49
2122,Bakery,18.53,29.53
2123,Dairy,44.27,60.13
2124,Frozen,25.09,30.56
2125,Frozen,22.21,39.61
2126,Dairy,12.03,21.48
2127,Snacks,23.66,39.54
2128,Snacks,19.6,35.44
2129,Produce,17.66,33.68
2130,Frozen,46.36,80.8
2131,Household,16.79,32.9
2132,Beverages,14.89,20.6
2133,Bakery,48.26,68.06
2134,Household,3.39,6.33
2135,Frozen,18.35,29.55
2136,Frozen,9.97,14.88
2137,Household,21.85,35.1
2138,Produce,16.5,27.43
2139,Personal Care,30.93,46.17
2140,Beverages,21.92,42.4
2141,Frozen,34.58,54.65
2142,Household,54.91,76.62
2143,Frozen,37.28,47.68
2144,Bakery,53.45,65.58
2145,Bakery,9.58,16.71
2146,Personal Care,22.33,35.7
2147,Beverages,13.15,22.37
2148,Produce,32.03,50.64
2149,Beverages,43.24,53.31
2150,Frozen,22.26,35.36
2151,Dairy,57.31,97.72
2152,Dairy,51.94,67.59
2153,Bakery,35.79,52.52
2154,Snacks,56.07,82.44
2155,Produce,14.02,25.5
2156,Beverages,58.05,111.04
2157,Bakery,13.54,21.69
2158,Snacks,41.97,65.82
2159,Bakery,36.85,47.17
2160,Dairy,7.94,14.51
2161,Household,22.98,29.01
2162,Snacks,45.54,56.23
2163,Produce,48.72,76.51
2164,Frozen,49.12,70.78
2165,Beverages,12.88,17.29
2166,Bakery,51.83,90.28
2167,Produce,12.92,23.02
2168,Snacks,57.49,72.78
2169,Beverages,37.14,45.04
2170,Personal Care,27.44,45.99
2171,Frozen,17.96,21.97
2172,Frozen,32.64,46.24
2173,Personal Care,59.7,106.97
2174,Bakery,16.1,19.68
2175,Frozen,9.61,14.71
2176,Beverages,27.22,47.85
2177,Snacks,30.91,51.55
2178,Beverages,25.5,33.38
2179,Personal Care,12.15,22.14
2180,Produce,48.52,63.33
2181,Produce,18.12,22.98
2182,Snacks,28.67,49.25
2183,Snacks,53.62,86.28
2184,Dairy,59.36,81.45
2185,Beverages,7.35,10.18
2186,Bakery,9.19,14.1
2187,Beverages,7.37,11.66
2188,Bakery,46.0,66.3
2189,Bakery,10.31,17.99
2190,Personal Care,46.98,62.68
2191,Household,34.22,46.78
2192,Household,58.72,76.02
2193,Bakery,27.57,35.67
2194,Household,39.59,72.2
2195,Dairy,55.42,95.25
2196,Frozen,36.15,57.66
2197,Produce,35.21,45.89
2198,Produce,38.44,48.19
2199,Bakery,34.54,51.44
2200,Produce,10.55,14.86
2201,Frozen,58.37,74.26
2202,Beverages,20.75,26.79
2203,Personal Care,28.04,46.92
2204,Household,4.14,6.84
2205,Dairy,52.68,102.79
2206,Frozen,52.47,91.24
2207,Beverages,54.7,75.93
2208,Bakery,28.0,52.09
2209,Personal Care,27.77,35.92
2210,Dairy,48.3,91.33
2211,Household,8.63,14.46
2212,Personal Care,55.07,108.74
2213,Produce,44.45,55.78
2214,Personal Care,40.61,64.11
2215,Dairy,7.78,13.0
2216,Produce,25.72,41.22
2217,Snacks,36.08,55.98
2218,Bakery,35.23,51.43
2219,Personal Care,37.49,70.33
2220,Household,58.08,103.46
2221,Snacks,20.99,35.36
2222,Snacks,16.52,32.2
2223,Dairy,39.01,57.5
2224,Beverages,27.98,40.78
2225,Bakery,11.93,17.24
2226,Dairy,54.24,87.45
2227,Frozen,54.91,95.93
2228,Personal Care,47.37,62.76
2229,Frozen,42.67,58.46
2230,Dairy,36.07,56.1
2231,Bakery,44.06,58.99
2232,Frozen,25.42,40.17
2233,Produce,10.98,16.38
2234,Beverages,26.68,51.68
2235,Frozen,12.23,23.64
2236,Household,41.55,62.54
2237,Frozen,49.9,65.01
2238,Household,59.92,111.16
2239,Bakery,9.97,17.1
2240,Frozen,2.14,3.78
2241,Produce,12.81,25.23
2242,Snacks,14.27,26.52
2243,Personal Care,20.95,29.31
2244,Frozen,49.84,91.2
2245,Beverages,42.49,81.07
2246,Snacks,35.21,42.9
2247,Frozen,52.21,65.92
2248,Produce,13.18,20.97
2249,Household,28.35,53.27
2250,Frozen,16.85,31.65
2251,Snacks,25.06,45.7
2252,Frozen,43.14,77.53
2253,Household,18.36,26.03
2254,Snacks,15.58,28.4
2255,Snacks,37.52,55.53
2256,Dairy,39.95,58.8
2257,Frozen,16.37,21.8
2258,Frozen,12.42,23.59
2259,Snacks,34.06,41.71
2260,Household,31.8,50.28
2261,Produce,53.85,84.8
2262,Beverages,23.6,29.95
2263,Household,50.53,61.67
2264,Beverages,47.35,61.7
2265,Frozen,49.54,93.81
2266,Snacks,31.38,41.62
2267,Produce,39.63,64.76
2268,Frozen,20.51,26.81
2269,Dairy,27.83,37.41
2270,Frozen,24.34,39.95
2271,Bakery,25.42,46.78
2272,Snacks,32.7,55.09
2273,Personal Care,52.13,100.96
2274,Snacks,34.91,58.91
2275,Dairy,52.76,76.9
2276,Produce,3.1,3.96
2277,Dairy,42.94,78.86
2278,Frozen,20.4,26.85
2279,Frozen,42.2,63.18
2280,Household,39.78,77.14
2281,Personal Care,28.72,53.12
2282,Household,19.64,34.71
2283,Snacks,45.24,86.24
2284,Household,43.25,70.26
2285,Household,46.08,75.77
2286,Household,28.07,36.78
2287,Snacks,48.45,69.97
2288,Snacks,42.24,72.89
2289,Produce,4.27,7.89
2290,Frozen,34.13,55.69
2291,Produce,54.98,89.66
2292,Dairy,55.35,70.98
2293,Dairy,57.31,89.04
2294,Beverages,55.98,69.49
2295,Beverages,43.95,79.25
2296,Dairy,23.89,45.49
2297,Dairy,11.06,17.94
2298,Produce,58.17,107.45
2299,Beverages,57.71,105.38
2300,Household,19.64,35.07
2301,Personal Care,55.6,68.27
2302,Produce,53.13,92.86
2303,Personal Care,9.49,15.94
2304,Household,57.69,69.56
2305,Personal Care,34.01,55.78
2306,Beverages,21.58,38.22
2307,Produce,23.63,47.15
2308,Personal Care,4.63,6.01
2309,Snacks,7.13,10.84
2310,Bakery,17.14,26.71
2311,Snacks,27.79,45.33
2312,Personal Care,35.64,57.89
2313,Household,30.21,56.76
2314,Bakery,49.91,62.9
2315,Snacks,31.56,55.86
2316,Produce,55.33,95.88
2317,Bakery,57.61,79.35
2318,Bakery,21.79,33.14
2319,Frozen,5.28,8.57
2320,Frozen,55.33,101.27
2321,Produce,36.65,52.77
2322,Dairy,29.32,46.06
2323,Frozen,25.27,32.3
2324,Household,12.79,24.15
2325,Beverages,51.51,95.44
2326,Personal Care,52.33,72.47
2327,Household,44.78,89.01
2328,Snacks,21.07,35.09
2329,Household,24.47,44.08
2330,Household,21.16,37.54
2331,Frozen,10.25,18.78
2332,Beverages,36.19,67.33
2333,Snacks,28.78,57.17
2334,Household,59.06,115.12
2335,Snacks,2.13,2.92
2336,Produce,33.02,64.9
2337,Frozen,33.03,41.62
2338,Frozen,42.38,72.58
2339,Snacks,35.5,69.12
2340,Produce,52.87,74.3
2341,Beverages,22.09,26.94
2342,Frozen,16.77,25.05
2343,Beverages,15.72,27.77
2344,Personal Care,7.51,14.54
2345,Snacks,32.88,46.16
2346,Snacks,10.33,13.04
2347,Personal Care,28.06,38.97
2348,Dairy,55.73,90.62
2349,Frozen,56.26,82.82
2350,Personal Care,40.85,76.57
2351,Produce,37.92,62.92
2352,Bakery,6.93,13.75
2353,Beverages,10.49,20.33
2354,Personal Care,21.93,33.48
2355,Frozen,26.88,32.32
2356,Snacks,49.81,81.48
2357,Dairy,16.82,31.05
2358,Dairy,43.44,86.34
2359,Beverages,36.74,54.8
2360,Beverages,5.5,7.76
2361,Bakery,36.1,71.64
2362,Bakery,56.06,95.95
2363,Bakery,8.24,11.36
2364,Personal Care,35.91,46.34
2365,Produce,20.32,32.11
2366,Dairy,48.12,75.88
2367,Dairy,20.79,38.19
2368,Dairy,33.05,57.63
2369,Snacks,28.27,54.69
2370,Snacks,6.25,8.7
2371,Household,51.47,65.22
2372,Produce,29.41,46.41
2373,Dairy,37.34,57.45
2374,Dairy,55.92,79.98
2375,Snacks,54.0,107.78
2376,Dairy,21.06,29.02
2377,Bakery,16.37,28.68
2378,Produce,31.21,49.8
2379,Dairy,13.79,20.36
2380,Household,5.78,8.35
2381,Personal Care,12.45,19.54
2382,Personal Care,2.09,2.63
2383,Beverages,32.24,43.53
2384,Dairy,13.73,25.88
2385,Produce,20.87,28.54
2386,Bakery,33.43,47.15
2387,Beverages,56.6,111.2
2388,Beverages,4.12,5.93
2389,Snacks,3.42,6.73
2390,Produce,45.27,67.23
2391,Beverages,55.24,98.8
2392,Personal Care,10.21,12.54
2393,Personal Care,20.14,28.47
2394,Personal Care,3.15,4.64
2395,Household,3.05,5.54
2396,Snacks,54.37,100.68
2397,Beverages,32.41,61.11
2398,Personal Care,48.95,89.65
2399,Snacks,17.6,26.6
2400,Bakery,24.95,34.36
2401,Household,37.24,65.2
2402,Produce,42.26,83.4
2403,Dairy,59.24,107.79
2404,Beverages,6.76,12.17
2405,Bakery,12.11,24.2
2406,Produce,59.33,74.06
2407,Produce,40.59,64.96
2408,Personal Care,13.55,19.56
2409,Beverages,46.5,68.32
2410,Produce,13.95,21.77
2411,Bakery,19.94,37.46
2412,Produce,35.25,53.81
2413,Produce,6.46,8.25
2414,Frozen,33.4,53.07
2415,Snacks,44.42,75.19
2416,Bakery,4.13,5.37
2417,Bakery,38.01,58.41
2418,Bakery,17.6,23.21
2419,Household,38.67,75.26
2420,Dairy,28.02,55.2
2421,Personal Care,5.43,7.83
2422,Bakery,29.94,57.71
2423,Household,39.67,70.89
2424,Dairy,6.26,12.48
2425,Dairy,51.03,67.81
2426,Dairy,2.35,3.31
2427,Produce,49.52,78.59
2428,Frozen,41.77,78.74
2429,Dairy,26.04,38.74
2430,Household,10.52,16.88
2431,Frozen,44.82,71.46
2432,Beverages,39.72,50.21
2433,Personal Care,28.52,38.91
2434,Personal Care,53.71,69.7
2435,Personal Care,34.55,44.7
2436,Household,12.68,20.71
2437,Bakery,38.45,65.22
2438,Produce,32.77,56.57
2439,Bakery,50.58,95.69
2440,Frozen,6.41,11.64
2441,Dairy,27.77,35.9
2442,Produce,18.14,24.63
2443,Produce,35.3,61.38
2444,Bakery,16.68,25.5
2445,Produce,48.21,64.96
2446,Dairy,52.11,68.79
2447,Dairy,32.43,61.06
2448,Bakery,30.63,60.1
2449,Bakery,16.02,21.11
2450,Snacks,29.2,51.26
2451,Household,40.06,50.88
2452,Bakery,5.7,11.08
2453,Beverages,3.54,4.51
2454,Snacks,8.09,12.1
2455,Produce,32.72,48.17
2456,Produce,34.78,57.33
2457,Dairy,46.63,76.05
2458,Beverages,58.3,105.41
2459,Bakery,11.54,17.52
2460,Bakery,26.98,42.51
2461,Snacks,30.38,46.83
2462,Frozen,44.04,87.72
2463,Produce,48.4,68.3
2464,Personal Care,42.37,52.3
2465,Personal Care,22.73,27.75
2466,Personal Care,11.5,21.47
2467,Frozen,8.1,12.86
2468,Snacks,53.14,82.45
2469,Household,29.73,42.27
2470,Household,24.53,32.06
2471,Beverages,38.31,48.61
2472,Household,18.31,27.12
2473,Household,20.6,31.51
2474,Beverages,10.65,21.01
2475,Household,15.04,22.03
2476,Dairy,58.01,90.0
2477,Beverages,39.23,65.74
2478,Bakery,21.4,26.3
2479,Dairy,32.99,54.95
2480,Snacks,54.2,78.41
2481,Produce,39.29,56.06
2482,Household,13.71,22.12
2483,Bakery,14.91,21.12
2484,Personal Care,45.08,73.85
2485,Bakery,29.21,55.28
2486,Produce,31.32,54.87
2487,Frozen,48.0,62.1
2488,Snacks,22.71,42.04
2489,Personal Care,6.55,12.45
2490,Household,16.95,22.38
2491,Personal Care,9.33,17.39
2492,Bakery,35.28,66.7
2493,Dairy,15.02,21.22
2494,Beverages,8.25,11.64
2495,Bakery,31.52,53.19
2496,Snacks,57.32,96.05
2497,Beverages,16.51,28.22
2498,Bakery,39.38,66.67
2499,Personal Care,9.75,11.77
2500,Bakery,43.65,71.15
