ShipmentID,OrderID,ProductID,SupplierID,WarehouseID,StoreID,ShipmentDate,ExpectedDelivery,ActualDelivery,Quantity,Carrier,ShippingCost,TransitDays,DelayDays,Status
SHP042377,65019,1497,185,WH016,96,2025-04-08,2025-04-15,2025-04-15,3,Regional Carrier,527.83,7,0,Delivered
SHP042378,73462,1036,20,WH024,257,2025-08-11,2025-08-16,2025-08-19,39,UPS,827.17,8,3,Delayed
SHP042379,72159,914,197,WH019,297,2025-06-29,2025-07-03,2025-07-03,143,Regional Carrier,246.22,4,0,Delivered
SHP042380,66575,59,19,WH013,134,2025-03-14,2025-03-18,2025-03-23,207,Regional Carrier,222.48,9,5,Delayed
SHP042381,76500,1588,67,WH011,91,2025-04-19,2025-04-26,2025-05-03,149,Regional Carrier,1085.21,14,7,Delayed
SHP042382,40806,1882,330,WH047,229,2025-11-23,2025-11-26,2025-11-26,62,Regional Carrier,1413.14,3,0,Delivered
SHP042383,75452,2164,130,WH027,66,2025-10-06,2025-10-08,2025-10-11,118,DHL,531.1,5,3,Delayed
SHP042384,46553,1073,458,WH012,212,2025-07-27,2025-08-03,,42,UPS,600.34,10,5,In Transit
SHP042385,9884,192,236,WH042,16,2025-01-08,2025-01-14,2025-01-14,36,UPS,1473.8,6,0,Delivered
SHP042386,61226,858,296,WH046,215,2025-01-03,2025-01-05,2025-01-05,37,FedEx,849.91,2,0,Delivered
SHP042387,4720,527,271,WH018,263,2025-10-01,2025-10-07,2025-10-07,22,FedEx,107.28,6,0,Delivered
SHP042388,95167,513,5,WH047,60,2025-08-08,2025-08-11,2025-08-13,160,Regional Carrier,1424.12,5,2,Delayed
SHP042389,35827,1618,233,WH033,192,2025-01-13,2025-01-19,2025-01-19,168,USPS,838.21,6,0,Delivered
SHP042390,45218,2359,464,WH038,70,2025-04-01,2025-04-04,2025-04-07,14,USPS,741.76,6,3,Delayed
SHP042391,89974,1419,271,WH023,167,2025-07-14,2025-07-16,2025-07-16,216,UPS,700.77,2,0,Delivered
SHP042392,93248,2218,344,WH028,282,2025-03-28,2025-04-01,2025-04-01,88,DHL,770.89,4,0,Delivered
SHP042393,47377,2026,59,WH010,53,2025-10-08,2025-10-12,2025-10-14,135,USPS,345.02,6,2,Delayed
SHP042394,94231,1304,300,WH027,189,2025-07-05,2025-07-11,2025-07-13,239,Regional Carrier,973.11,8,2,Delayed
SHP042395,50225,2492,222,WH049,98,2025-11-26,2025-11-29,2025-12-01,55,UPS,1006.96,5,2,Delayed
SHP042396,77257,778,344,WH027,207,2025-05-27,2025-05-30,2025-05-30,127,UPS,1151.7,3,0,Delivered
SHP042397,74286,1622,152,WH023,26,2025-02-07,2025-02-12,2025-02-19,134,FedEx,1046.93,12,7,Delayed
SHP042398,42834,295,466,WH005,98,2025-07-30,2025-08-04,,139,Regional Carrier,1312.01,3,0,In Transit
SHP042399,43069,1559,45,WH011,125,2025-03-30,2025-04-04,,222,DHL,1283.83,8,3,In Transit
SHP042400,16009,2320,431,WH031,203,2025-08-05,2025-08-09,2025-08-10,43,FedEx,176.25,5,1,Delayed
SHP042401,45786,1342,164,WH048,181,2025-12-12,2025-12-17,2025-12-17,243,USPS,129.18,5,0,Delivered
SHP042402,56869,2054,118,WH043,184,2025-01-08,2025-01-14,2025-01-14,187,DHL,770.82,6,0,Delivered
SHP042403,91378,1616,396,WH042,270,2025-07-01,2025-07-06,2025-07-06,107,Regional Carrier,428.77,5,0,Delivered
SHP042404,4974,2107,26,WH015,184,2025-04-07,2025-04-10,2025-04-12,46,USPS,956.8,5,2,Delayed
SHP042405,83196,2093,56,WH007,134,2025-08-25,2025-08-30,2025-09-02,47,UPS,358.38,8,3,Delayed
SHP042406,67946,760,302,WH046,162,2025-09-29,2025-10-01,2025-10-01,184,DHL,1289.63,2,0,Delivered
SHP042407,81958,893,112,WH001,65,2025-02-22,2025-02-25,2025-02-25,137,USPS,1403.75,3,0,Delivered
SHP042408,58731,739,244,WH020,187,2025-06-22,2025-06-28,2025-06-29,201,DHL,961.91,7,1,Delayed
SHP042409,19727,50,7,WH045,252,2025-06-01,2025-06-04,,54,UPS,1266.91,2,0,In Transit
SHP042410,81835,158,359,WH030,231,2025-08-05,2025-08-10,2025-08-10,36,Regional Carrier,1016.84,5,0,Delivered
SHP042411,16539,1408,416,WH018,95,2025-11-19,2025-11-24,2025-11-25,134,USPS,691.83,6,1,Delayed
SHP042412,47915,1204,109,WH002,29,2025-07-20,2025-07-22,2025-07-27,212,USPS,1041.15,7,5,Delayed
SHP042413,13259,420,2,WH008,294,2025-04-24,2025-04-30,2025-04-30,210,DHL,848.41,6,0,Delivered
SHP042414,55764,773,354,WH044,216,2025-05-02,2025-05-07,2025-05-12,39,USPS,359.94,10,5,Delayed
SHP042415,49222,2042,73,WH007,166,2025-03-03,2025-03-10,2025-03-15,233,UPS,301.85,12,5,Delayed
SHP042416,53448,2364,298,WH038,55,2025-07-14,2025-07-16,2025-07-20,98,UPS,187.83,6,4,Delayed
SHP042417,85605,2107,68,WH010,175,2025-07-27,2025-08-01,2025-08-08,52,USPS,1068.81,12,7,Delayed
SHP042418,35522,2455,413,WH037,9,2025-06-22,2025-06-25,2025-06-27,135,Regional Carrier,808.53,5,2,Delayed
SHP042419,59208,1546,336,WH042,235,2025-02-18,2025-02-22,2025-02-25,166,DHL,491.8,7,3,Delayed
SHP042420,86749,706,235,WH035,261,2025-09-06,2025-09-10,,30,FedEx,1488.18,3,1,In Transit
SHP042421,74591,564,226,WH011,182,2025-11-27,2025-11-30,,236,DHL,116.91,6,0,In Transit
SHP042422,76267,960,332,WH004,132,2025-02-11,2025-02-15,,181,Regional Carrier,694.64,1,4,In Transit
SHP042423,61320,1051,229,WH032,105,2025-12-21,2025-12-23,2025-12-23,179,UPS,1375.9,2,0,Delivered
SHP042424,92784,823,309,WH045,129,2025-06-06,2025-06-13,2025-06-15,233,FedEx,1402.01,9,2,Delayed
SHP042425,16286,2442,197,WH020,117,2025-07-08,2025-07-12,2025-07-12,149,Regional Carrier,290.02,4,0,Delivered
SHP042426,18939,1638,257,WH003,145,2025-05-04,2025-05-08,2025-05-10,215,DHL,1008.98,6,2,Delayed
SHP042427,43054,318,188,WH021,35,2025-06-23,2025-06-29,2025-06-29,75,FedEx,1389.13,6,0,Delivered
SHP042428,43585,2259,356,WH026,87,2025-01-23,2025-01-30,2025-01-30,67,Regional Carrier,498.98,7,0,Delivered
SHP042429,72125,161,407,WH024,123,2025-02-18,2025-02-25,,2,Regional Carrier,1379.46,10,0,In Transit
SHP042430,37290,1033,68,WH045,222,2025-06-02,2025-06-08,2025-06-08,149,Regional Carrier,559.67,6,0,Delivered
SHP042431,87173,1493,186,WH038,299,2025-01-24,2025-01-31,2025-02-03,114,USPS,259.58,10,3,Delayed
SHP042432,66745,1472,180,WH027,28,2025-01-07,2025-01-10,2025-01-10,132,UPS,1170.99,3,0,Delivered
SHP042433,71881,2325,166,WH045,285,2025-12-10,2025-12-15,2025-12-22,47,FedEx,1306.66,12,7,Delayed
SHP042434,97872,985,445,WH008,43,2025-12-12,2025-12-19,2025-12-19,219,UPS,71.57,7,0,Delivered
SHP042435,71677,423,405,WH039,165,2025-11-05,2025-11-11,2025-11-11,153,FedEx,1481.81,6,0,Delivered
SHP042436,94136,1864,222,WH038,142,2025-04-03,2025-04-07,2025-04-07,247,FedEx,429.73,4,0,Delivered
SHP042437,55416,245,13,WH025,263,2025-07-22,2025-07-29,2025-07-29,130,FedEx,773.3,7,0,Delivered
SHP042438,97781,2012,461,WH031,276,2025-10-09,2025-10-12,2025-10-19,47,Regional Carrier,969.74,10,7,Delayed
SHP042439,50478,2121,202,WH018,211,2025-12-16,2025-12-22,2025-12-27,114,Regional Carrier,358.92,11,5,Delayed
SHP042440,76001,2360,368,WH038,82,2025-09-13,2025-09-16,2025-09-17,182,UPS,1135.53,4,1,Delayed
SHP042441,66722,2438,71,WH038,253,2025-08-28,2025-09-03,2025-09-03,22,DHL,245.58,6,0,Delivered
SHP042442,35959,2085,343,WH024,100,2025-04-09,2025-04-15,,158,Regional Carrier,448.25,5,2,In Transit
SHP042443,61287,479,187,WH028,159,2025-07-31,2025-08-03,2025-08-07,210,FedEx,789.3,7,4,Delayed
SHP042444,63792,1043,105,WH036,91,2025-08-03,2025-08-08,2025-08-11,174,Regional Carrier,327.54,8,3,Delayed
SHP042445,34392,2405,34,WH043,58,2025-11-13,2025-11-19,2025-11-20,86,FedEx,719.35,7,1,Delayed
SHP042446,62150,2143,61,WH005,21,2025-04-21,2025-04-25,2025-04-26,68,USPS,438.54,5,1,Delayed
SHP042447,50148,1675,105,WH016,238,2025-07-31,2025-08-05,2025-08-05,52,FedEx,1118.56,5,0,Delivered
SHP042448,91014,268,26,WH032,163,2025-01-12,2025-01-16,2025-01-18,106,UPS,418.92,6,2,Delayed
SHP042449,99864,601,375,WH027,7,2025-05-24,2025-05-26,,242,DHL,920.13,6,1,In Transit
SHP042450,13339,1069,191,WH036,147,2025-03-22,2025-03-25,2025-03-26,111,UPS,372.04,4,1,Delayed
SHP042451,89079,149,437,WH016,29,2025-04-21,2025-04-24,2025-04-24,245,Regional Carrier,177.85,3,0,Delivered
SHP042452,72492,335,470,WH024,206,2025-06-29,2025-07-04,2025-07-04,244,UPS,397.4,5,0,Delivered
SHP042453,60616,1932,116,WH039,280,2025-10-19,2025-10-23,2025-10-23,58,DHL,88.33,4,0,Delivered
SHP042454,40643,1836,84,WH033,117,2025-06-07,2025-06-11,2025-06-11,94,DHL,853.78,4,0,Delivered
SHP042455,89706,479,403,WH017,257,2025-09-26,2025-10-02,2025-10-02,186,USPS,69.91,6,0,Delivered
SHP042456,74580,5,307,WH022,97,2025-08-16,2025-08-23,2025-08-26,143,UPS,411.02,10,3,Delayed
SHP042457,22974,1348,402,WH003,264,2025-11-12,2025-11-19,2025-11-19,27,Regional Carrier,1333.59,7,0,Delivered
SHP042458,37501,1747,370,WH010,30,2025-01-25,2025-01-29,2025-02-01,63,DHL,313.2,7,3,Delayed
SHP042459,19868,843,272,WH022,240,2025-04-04,2025-04-11,2025-04-18,49,DHL,918.31,14,7,Delayed
SHP042460,96584,812,494,WH041,211,2025-06-04,2025-06-06,2025-06-06,53,FedEx,1050.68,2,0,Delivered
SHP042461,17307,2254,281,WH009,57,2025-03-16,2025-03-22,,76,FedEx,919.1,5,0,In Transit
SHP042462,57846,1126,363,WH010,13,2025-03-16,2025-03-19,2025-03-19,235,DHL,283.73,3,0,Delivered
SHP042463,24111,841,74,WH024,106,2025-04-06,2025-04-11,2025-04-11,79,DHL,840.09,5,0,Delivered
SHP042464,13798,1983,437,WH025,25,2025-09-23,2025-09-29,2025-09-29,81,USPS,1151.8,6,0,Delivered
SHP042465,39343,1744,106,WH043,206,2025-05-11,2025-05-15,2025-05-16,139,DHL,1411.29,5,1,Delayed
SHP042466,37059,57,293,WH046,279,2025-02-10,2025-02-13,2025-02-13,67,UPS,1458.29,3,0,Delivered
SHP042467,46718,2322,171,WH048,132,2025-09-11,2025-09-13,2025-09-13,49,Regional Carrier,642.9,2,0,Delivered
SHP042468,92252,990,287,WH041,176,2025-05-31,2025-06-04,,196,FedEx,769.15,8,0,In Transit
SHP042469,12050,1604,63,WH045,76,2025-08-20,2025-08-27,2025-08-28,91,UPS,391.59,8,1,Delayed
SHP042470,3357,1007,120,WH013,115,2025-04-21,2025-04-28,2025-05-01,117,FedEx,674.08,10,3,Delayed
SHP042471,47677,1143,162,WH002,195,2025-04-09,2025-04-14,2025-04-14,100,USPS,810.08,5,0,Delivered
SHP042472,80675,706,110,WH036,91,2025-09-21,2025-09-24,2025-09-24,130,FedEx,800.25,3,0,Delivered
SHP042473,69506,1816,472,WH013,278,2025-08-23,2025-08-29,2025-08-29,122,FedEx,1414.48,6,0,Delivered
SHP042474,39566,399,367,WH025,178,2025-12-16,2025-12-23,2025-12-24,39,Regional Carrier,1214.56,8,1,Delayed
SHP042475,11677,1251,423,WH018,269,2025-02-07,2025-02-10,2025-02-11,192,DHL,760.47,4,1,Delayed
SHP042476,71416,776,320,WH021,74,2025-03-04,2025-03-11,2025-03-11,55,USPS,671.68,7,0,Delivered
SHP042477,5932,2211,416,WH014,27,2025-03-01,2025-03-05,2025-03-05,194,Regional Carrier,281.68,4,0,Delivered
SHP042478,63326,982,32,WH002,263,2025-02-21,2025-02-27,2025-02-27,184,DHL,1377.81,6,0,Delivered
SHP042479,60350,816,93,WH005,244,2025-03-03,2025-03-07,,48,DHL,1115.18,4,2,In Transit
SHP042480,80234,493,212,WH025,82,2025-08-17,2025-08-19,2025-08-19,94,USPS,976.67,2,0,Delivered
SHP042481,59397,36,308,WH005,265,2025-05-31,2025-06-06,2025-06-09,155,USPS,1420.91,9,3,Delayed
SHP042482,78688,1401,50,WH008,82,2025-06-18,2025-06-21,2025-06-22,213,FedEx,699.37,4,1,Delayed
SHP042483,9602,477,500,WH002,279,2025-03-17,2025-03-19,,242,UPS,443.42,3,0,In Transit
SHP042484,2417,419,481,WH047,60,2025-07-13,2025-07-16,2025-07-20,40,USPS,918.85,7,4,Delayed
SHP042485,96970,1044,63,WH028,184,2025-06-10,2025-06-14,2025-06-14,72,USPS,1313.87,4,0,Delivered
SHP042486,85517,988,428,WH038,87,2025-01-19,2025-01-24,,76,FedEx,867.99,9,10,In Transit
SHP042487,58394,2073,66,WH042,178,2025-04-17,2025-04-19,2025-04-19,115,Regional Carrier,546.75,2,0,Delivered
SHP042488,47765,1204,169,WH020,235,2025-05-28,2025-05-31,2025-06-03,19,FedEx,599.55,6,3,Delayed
SHP042489,39381,915,5,WH001,96,2025-03-12,2025-03-15,,86,UPS,1489.34,2,0,In Transit
SHP042490,99399,949,96,WH015,157,2025-11-29,2025-12-06,2025-12-06,158,DHL,864.22,7,0,Delivered
SHP042491,64789,925,401,WH003,128,2025-03-20,2025-03-24,2025-03-31,52,FedEx,362.81,11,7,Delayed
SHP042492,1688,233,326,WH048,95,2025-10-26,2025-11-02,2025-11-07,164,UPS,1385.1,12,5,Delayed
SHP042493,85399,632,322,WH008,255,2025-01-14,2025-01-21,2025-01-21,55,DHL,478.06,7,0,Delivered
SHP042494,94583,1096,289,WH022,71,2025-04-12,2025-04-19,2025-04-26,103,FedEx,539.35,14,7,Delayed
SHP042495,20486,2132,174,WH031,91,2025-01-11,2025-01-18,2025-01-18,120,Regional Carrier,217.86,7,0,Delivered
SHP042496,88311,905,58,WH008,137,2025-12-01,2025-12-05,2025-12-09,69,Regional Carrier,1006.92,8,4,Delayed
SHP042497,18800,2264,61,WH034,51,2025-03-28,2025-04-02,2025-04-02,234,USPS,1008.12,5,0,Delivered
SHP042498,17945,780,111,WH004,104,2025-03-11,2025-03-14,2025-03-19,3,UPS,282.0,8,5,Delayed
SHP042499,92038,2101,470,WH040,56,2025-05-24,2025-05-30,2025-05-30,139,DHL,144.03,6,0,Delivered
SHP042500,15340,1821,9,WH042,141,2025-08-01,2025-08-06,2025-08-06,4,UPS,1347.52,5,0,Delivered
SHP042501,27811,462,4,WH017,29,2025-08-15,2025-08-22,2025-08-22,128,Regional Carrier,1414.39,7,0,Delivered
SHP042502,59171,89,222,WH005,73,2025-04-12,2025-04-18,2025-04-18,55,UPS,1073.31,6,0,Delivered
SHP042503,9001,1868,446,WH014,86,2025-08-12,2025-08-17,2025-08-17,216,USPS,148.22,5,0,Delivered
SHP042504,99124,2150,495,WH036,36,2025-10-22,2025-10-25,2025-10-27,142,USPS,269.42,5,2,Delayed
SHP042505,79926,698,24,WH038,148,2025-03-20,2025-03-24,2025-03-24,79,USPS,769.29,4,0,Delivered
SHP042506,72302,1315,74,WH007,40,2025-08-28,2025-08-31,2025-09-01,132,UPS,1266.45,4,1,Delayed
SHP042507,44944,2278,477,WH014,164,2025-12-13,2025-12-16,2025-12-16,179,DHL,1463.0,3,0,Delivered
SHP042508,99614,419,196,WH013,290,2025-03-19,2025-03-24,2025-03-24,18,USPS,279.05,5,0,Delivered
SHP042509,76669,1235,262,WH013,216,2025-08-24,2025-08-26,2025-08-27,210,Regional Carrier,633.67,3,1,Delayed
SHP042510,25172,1554,388,WH024,294,2025-06-10,2025-06-13,2025-06-23,47,UPS,294.43,13,10,Delayed
SHP042511,17366,2012,261,WH022,247,2025-04-09,2025-04-11,2025-04-14,196,UPS,989.98,5,3,Delayed
SHP042512,2967,2472,374,WH028,61,2025-07-01,2025-07-07,2025-07-07,137,Regional Carrier,1244.6,6,0,Delivered
SHP042513,2414,1583,201,WH017,270,2025-10-26,2025-10-29,2025-10-29,8,UPS,929.85,3,0,Delivered
SHP042514,47795,202,126,WH048,165,2025-10-28,2025-10-31,2025-10-31,189,USPS,1161.74,3,0,Delivered
SHP042515,9646,650,383,WH020,206,2025-07-30,2025-08-02,2025-08-02,166,Regional Carrier,716.7,3,0,Delivered
SHP042516,7892,162,490,WH011,87,2025-02-19,2025-02-24,2025-02-25,29,DHL,101.07,6,1,Delayed
SHP042517,63517,1157,271,WH049,193,2025-10-12,2025-10-16,2025-10-16,16,DHL,772.81,4,0,Delivered
SHP042518,63485,243,460,WH022,116,2025-06-22,2025-06-26,2025-06-26,136,Regional Carrier,68.91,4,0,Delivered
SHP042519,49598,2404,73,WH022,28,2025-08-21,2025-08-27,2025-08-27,248,FedEx,887.05,6,0,Delivered
SHP042520,5681,1656,402,WH020,153,2025-06-21,2025-06-24,2025-06-25,147,Regional Carrier,1166.93,4,1,Delayed
SHP042521,8896,234,245,WH045,285,2025-06-11,2025-06-17,2025-06-22,219,FedEx,1029.03,11,5,Delayed
SHP042522,30663,144,112,WH005,8,2025-10-14,2025-10-18,2025-10-22,97,Regional Carrier,224.32,8,4,Delayed
SHP042523,35676,202,156,WH020,57,2025-08-05,2025-08-07,2025-08-07,47,UPS,1494.45,2,0,Delivered
SHP042524,86220,374,461,WH047,127,2025-06-22,2025-06-26,2025-06-26,177,USPS,98.53,4,0,Delivered
SHP042525,44030,2044,297,WH050,208,2025-08-07,2025-08-10,,228,FedEx,1087.53,5,1,In Transit
SHP042526,10786,1488,462,WH050,91,2025-12-13,2025-12-20,2025-12-30,63,USPS,806.86,17,10,Delayed
SHP042527,62356,1179,292,WH001,132,2025-07-26,2025-07-29,2025-07-29,193,UPS,172.54,3,0,Delivered
SHP042528,49113,305,295,WH005,212,2025-11-21,2025-11-24,2025-11-24,9,Regional Carrier,1212.07,3,0,Delivered
SHP042529,16457,1435,452,WH047,237,2025-04-29,2025-05-05,2025-05-05,16,UPS,465.45,6,0,Delivered
SHP042530,56862,1542,234,WH014,80,2025-05-12,2025-05-16,2025-05-26,166,Regional Carrier,379.5,14,10,Delayed
SHP042531,81560,1519,100,WH029,58,2025-11-02,2025-11-08,2025-11-18,13,Regional Carrier,1116.26,16,10,Delayed
SHP042532,78746,1622,281,WH011,230,2025-02-07,2025-02-14,,127,USPS,361.4,10,2,In Transit
SHP042533,119,1712,331,WH022,88,2025-06-08,2025-06-11,2025-06-14,99,USPS,1082.56,6,3,Delayed
SHP042534,61153,1009,470,WH020,186,2025-05-19,2025-05-23,2025-05-24,81,FedEx,755.38,5,1,Delayed
SHP042535,49223,175,476,WH037,37,2025-01-16,2025-01-22,2025-01-22,45,USPS,211.93,6,0,Delivered
SHP042536,2936,2092,286,WH045,192,2025-08-16,2025-08-21,2025-08-25,163,DHL,1494.93,9,4,Delayed
SHP042537,41481,1660,58,WH045,299,2025-08-15,2025-08-21,2025-08-24,160,FedEx,1428.6,9,3,Delayed
SHP042538,19956,1263,1,WH029,29,2025-12-01,2025-12-04,2025-12-04,47,Regional Carrier,994.37,3,0,Delivered
SHP042539,89060,310,11,WH048,218,2025-10-26,2025-11-01,2025-11-01,114,FedEx,601.06,6,0,Delivered
SHP042540,40352,1249,174,WH030,37,2025-02-04,2025-02-10,2025-02-10,125,Regional Carrier,713.87,6,0,Delivered
SHP042541,90725,1923,262,WH028,190,2025-07-04,2025-07-06,2025-07-08,219,FedEx,1210.27,4,2,Delayed
SHP042542,6497,1056,65,WH005,96,2025-06-20,2025-06-24,2025-06-24,54,UPS,830.41,4,0,Delivered
SHP042543,67766,2126,369,WH040,100,2025-12-03,2025-12-05,2025-12-12,60,Regional Carrier,586.77,9,7,Delayed
SHP042544,10165,169,244,WH024,112,2025-08-31,2025-09-06,2025-09-06,90,USPS,1422.63,6,0,Delivered
SHP042545,36657,391,141,WH049,116,2025-06-25,2025-06-29,2025-06-29,197,Regional Carrier,1086.26,4,0,Delivered
SHP042546,81766,602,146,WH021,249,2025-05-14,2025-05-18,2025-05-19,75,Regional Carrier,1494.74,5,1,Delayed
SHP042547,19195,2451,72,WH019,32,2025-04-28,2025-04-30,2025-04-30,214,FedEx,1294.18,2,0,Delivered
SHP042548,26972,1588,390,WH048,262,2025-06-19,2025-06-26,2025-06-26,122,DHL,950.59,7,0,Delivered
SHP042549,21563,1741,384,WH028,141,2025-10-06,2025-10-08,2025-10-08,169,Regional Carrier,779.99,2,0,Delivered
SHP042550,9921,559,481,WH017,22,2025-06-01,2025-06-07,2025-06-07,28,UPS,552.33,6,0,Delivered
SHP042551,30510,442,93,WH023,213,2025-07-26,2025-08-02,2025-08-02,70,UPS,922.24,7,0,Delivered
SHP042552,70900,1213,277,WH003,110,2025-03-15,2025-03-21,2025-03-25,222,Regional Carrier,1280.05,10,4,Delayed
SHP042553,18697,1268,416,WH031,106,2025-12-22,2025-12-28,2025-12-28,97,FedEx,208.18,6,0,Delivered
SHP042554,22752,1595,29,WH035,108,2025-03-31,2025-04-04,2025-04-04,181,UPS,1231.03,4,0,Delivered
SHP042555,42631,2154,80,WH028,21,2025-12-31,2026-01-07,2026-01-17,25,FedEx,1084.58,17,10,Delayed
SHP042556,65635,1726,436,WH041,140,2025-10-14,2025-10-18,2025-10-18,176,UPS,1268.23,4,0,Delivered
SHP042557,14072,1608,24,WH030,157,2025-11-21,2025-11-26,2025-11-26,83,FedEx,898.21,5,0,Delivered
SHP042558,52273,2306,392,WH033,95,2025-11-26,2025-12-01,2025-12-04,170,UPS,371.57,8,3,Delayed
SHP042559,31582,1563,136,WH042,90,2025-11-23,2025-11-25,2025-11-30,54,UPS,569.37,7,5,Delayed
SHP042560,50877,1401,95,WH002,174,2025-12-06,2025-12-13,2025-12-13,231,USPS,182.5,7,0,Delivered
SHP042561,9260,1969,479,WH023,142,2025-09-20,2025-09-23,2025-09-23,249,FedEx,1244.43,3,0,Delivered
SHP042562,142,1679,90,WH001,115,2025-06-21,2025-06-25,2025-06-27,201,Regional Carrier,248.05,6,2,Delayed
SHP042563,42518,1905,10,WH030,252,2025-11-16,2025-11-18,2025-11-20,102,FedEx,1184.87,4,2,Delayed
SHP042564,97801,1477,424,WH002,196,2025-04-07,2025-04-09,2025-04-09,248,DHL,646.49,2,0,Delivered
SHP042565,16794,2026,117,WH039,265,2025-02-03,2025-02-05,2025-02-05,151,FedEx,1187.45,2,0,Delivered
SHP042566,85135,847,261,WH012,6,2025-07-23,2025-07-29,2025-08-08,180,USPS,790.19,16,10,Delayed
SHP042567,57467,1581,428,WH043,58,2025-12-25,2025-12-31,2026-01-10,28,Regional Carrier,758.41,16,10,Delayed
SHP042568,25619,1692,86,WH037,184,2025-06-05,2025-06-08,2025-06-08,92,UPS,623.98,3,0,Delivered
SHP042569,14846,760,409,WH039,54,2025-02-16,2025-02-18,2025-02-18,237,DHL,1049.82,2,0,Delivered
SHP042570,70977,2483,270,WH008,293,2025-03-10,2025-03-17,2025-03-17,190,DHL,1193.26,7,0,Delivered
SHP042571,38919,1213,178,WH025,63,2025-07-04,2025-07-08,2025-07-10,69,Regional Carrier,906.34,6,2,Delayed
SHP042572,2533,1452,53,WH004,32,2025-12-31,2026-01-03,2026-01-03,40,UPS,1235.72,3,0,Delivered
SHP042573,98590,1970,141,WH002,132,2025-04-09,2025-04-14,2025-04-14,73,UPS,531.18,5,0,Delivered
SHP042574,71128,1389,145,WH025,213,2025-01-27,2025-02-03,2025-02-08,160,FedEx,596.78,12,5,Delayed
SHP042575,87699,1067,200,WH032,215,2025-06-26,2025-06-28,2025-06-28,169,FedEx,908.58,2,0,Delivered
SHP042576,26629,451,460,WH017,138,2025-05-01,2025-05-04,2025-05-04,197,FedEx,939.33,3,0,Delivered
SHP042577,52212,2396,217,WH012,274,2025-12-12,2025-12-14,2025-12-15,216,USPS,533.47,3,1,Delayed
SHP042578,60390,1594,141,WH036,39,2025-04-08,2025-04-15,,121,UPS,1181.34,1,3,In Transit
SHP042579,75998,1920,317,WH020,6,2025-09-11,2025-09-16,2025-09-16,116,DHL,1249.28,5,0,Delivered
SHP042580,20524,1643,75,WH007,195,2025-01-06,2025-01-13,2025-01-13,108,USPS,545.27,7,0,Delivered
SHP042581,24069,1813,439,WH035,261,2025-11-25,2025-11-29,2025-12-01,169,USPS,657.05,6,2,Delayed
SHP042582,73153,2098,239,WH030,120,2025-11-25,2025-12-02,2025-12-02,164,DHL,824.16,7,0,Delivered
SHP042583,27347,971,54,WH018,113,2025-05-31,2025-06-03,2025-06-13,33,FedEx,247.93,13,10,Delayed
SHP042584,28641,130,413,WH012,274,2025-08-28,2025-09-03,2025-09-03,104,UPS,1265.5,6,0,Delivered
SHP042585,61562,248,164,WH006,181,2025-10-01,2025-10-07,2025-10-08,101,Regional Carrier,820.58,7,1,Delayed
SHP042586,59962,1065,198,WH038,247,2025-08-12,2025-08-14,2025-08-14,234,Regional Carrier,864.08,2,0,Delivered
SHP042587,39868,1736,153,WH020,63,2025-10-23,2025-10-28,,212,UPS,590.56,2,0,In Transit
SHP042588,42078,2139,90,WH042,198,2025-02-01,2025-02-03,2025-02-04,175,DHL,519.01,3,1,Delayed
SHP042589,81257,675,31,WH036,116,2025-04-02,2025-04-06,2025-04-06,95,USPS,107.33,4,0,Delivered
SHP042590,5049,1157,271,WH001,65,2025-12-01,2025-12-05,2025-12-06,160,Regional Carrier,1408.14,5,1,Delayed
SHP042591,79563,2420,34,WH050,154,2025-12-13,2025-12-20,2025-12-20,6,DHL,1432.0,7,0,Delivered
SHP042592,2790,1673,420,WH032,145,2025-12-15,2025-12-17,2025-12-20,93,DHL,647.26,5,3,Delayed
SHP042593,13714,1816,492,WH001,219,2025-02-18,2025-02-20,2025-02-20,38,FedEx,1179.73,2,0,Delivered
SHP042594,40178,2337,17,WH013,236,2025-07-09,2025-07-14,2025-07-16,221,DHL,636.25,7,2,Delayed
SHP042595,56843,2312,304,WH031,188,2025-06-29,2025-07-05,2025-07-07,53,Regional Carrier,676.6,8,2,Delayed
SHP042596,352,1675,201,WH029,95,2025-11-02,2025-11-09,2025-11-09,26,DHL,533.9,7,0,Delivered
SHP042597,80408,2373,211,WH050,117,2025-10-29,2025-11-04,2025-11-08,34,UPS,419.72,10,4,Delayed
SHP042598,8340,161,385,WH043,184,2025-04-30,2025-05-06,2025-05-16,156,UPS,759.44,16,10,Delayed
SHP042599,54185,26,297,WH010,206,2025-03-14,2025-03-17,2025-03-18,119,UPS,942.59,4,1,Delayed
SHP042600,90917,553,309,WH008,135,2025-03-30,2025-04-01,2025-04-03,70,UPS,332.62,4,2,Delayed
SHP042601,79868,2047,217,WH002,260,2025-01-25,2025-01-31,,50,UPS,760.15,7,0,In Transit
SHP042602,36638,849,499,WH001,232,2025-12-19,2025-12-25,2025-12-26,133,UPS,758.38,7,1,Delayed
SHP042603,30116,2070,189,WH033,104,2025-07-30,2025-08-03,2025-08-03,218,USPS,688.93,4,0,Delivered
SHP042604,7017,1516,66,WH004,101,2025-08-09,2025-08-11,2025-08-11,63,FedEx,1222.74,2,0,Delivered
SHP042605,6193,1283,126,WH009,65,2025-06-13,2025-06-18,2025-06-20,233,FedEx,1308.6,7,2,Delayed
